iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    9, 4.5000000E+00, 2.5000000E-01,-4.4823678E+01, 2.6888397E-01, 7.4898041E-01, 8.7005902E-03, 4.1746596E+01, 3.7215170E-06, 1.0091537E-07, 1.2230562E-06, 5.3384320E-09, 9.7869412E-06
    9, 4.5000000E+00, 7.5000000E-01,-4.4370091E+01, 2.7124999E-01, 7.5557100E-01, 1.0404033E-02, 4.0310383E+01, 4.3478856E-06, 9.9397075E-08, 1.4121582E-06, 4.4847232E-09, 1.1474466E-05
    9, 4.5000000E+00, 1.2500000E+00,-4.3914592E+01, 2.7361819E-01, 7.6216767E-01, 1.2002877E-02, 3.8887497E+01, 4.9236919E-06, 9.5083872E-08, 1.5716248E-06, 3.8213510E-09, 1.3025200E-05
    9, 4.5000000E+00, 1.7500000E+00,-4.3457272E+01, 2.7598627E-01, 7.6876399E-01, 1.3406786E-02, 3.7479403E+01, 5.4210709E-06, 8.8874220E-08, 1.6918469E-06, 3.3092693E-09, 1.4359926E-05
    9, 4.5000000E+00, 2.2500000E+00,-4.2998221E+01, 2.7835189E-01, 7.7535346E-01, 1.4522249E-02, 3.6087515E+01, 5.8114179E-06, 8.2282925E-08, 1.7645208E-06, 2.9390494E-09, 1.5398807E-05
    9, 4.5000000E+00, 2.7500000E+00,-4.2537524E+01, 2.8071269E-01, 7.8192950E-01, 1.5259013E-02, 3.4713245E+01, 6.0670925E-06, 7.6662646E-08, 1.7834150E-06, 2.6882414E-09, 1.6065391E-05
    9, 4.5000000E+00, 3.2500000E+00,-4.2112243E+01, 5.5102284E-02, 1.8742273E-01, 1.5538919E-02, 7.5589682E+01, 1.0681613E-06, 1.2624566E-08, 3.9546873E-06, 3.1965367E-09, 6.5974104E-06
    9, 4.5000000E+00, 3.7500000E+00,-4.2992799E+01, 5.3427110E-02, 1.8172486E-01, 1.5631988E-02, 7.6559786E+01, 1.0737251E-06, 1.1901020E-08, 4.0294249E-06, 3.0264519E-09, 6.6589063E-06
    9, 4.5000000E+00, 4.2500000E+00,-4.4268966E+01, 5.1237900E-02, 1.7427857E-01, 1.5517680E-02, 7.7859486E+01, 1.0668910E-06, 1.1075847E-08, 4.0678720E-06, 2.8286782E-09, 6.6444392E-06
    9, 4.5000000E+00, 4.7500000E+00,-4.6348311E+01, 4.8189385E-02, 1.6390947E-01, 1.5178927E-02, 7.9738124E+01, 1.0465993E-06, 1.0129393E-08, 4.0751012E-06, 2.6010875E-09, 6.5527679E-06
    9, 4.5000000E+00, 5.2500000E+00,-5.0692447E+01, 4.3404492E-02, 1.4763432E-01, 1.4601348E-02, 8.2889121E+01, 1.0118651E-06, 9.0386287E-09, 4.0749835E-06, 2.3455501E-09, 6.3955842E-06
    9, 4.5000000E+00, 5.7500000E+00,-6.6524024E+01, 3.5240006E-02, 1.1986397E-01, 1.3772497E-02, 8.9229571E+01, 9.6170480E-07, 7.7644260E-09, 4.1377349E-06, 2.0680369E-09, 6.2247700E-06
    9, 4.5000000E+00, 6.2500000E+00,-6.7043951E+01, 1.6793519E-01, 4.6778603E-01, 1.2682345E-02, 1.1744507E+02, 5.1653082E-06, 3.6027368E-08, 5.0151410E-06, 2.8207937E-09, 1.5610347E-05
    9, 4.5000000E+00, 6.7500000E+00,-6.7054318E+01, 1.6790049E-01, 4.6768940E-01, 1.1311364E-02, 1.1747674E+02, 4.6759587E-06, 2.8399084E-08, 4.4743014E-06, 2.1655842E-09, 1.4029641E-05
    9, 4.5000000E+00, 7.2500000E+00,-6.7063592E+01, 1.6786947E-01, 4.6760298E-01, 9.7526739E-03, 1.1750505E+02, 4.1100797E-06, 2.1858176E-08, 3.8587754E-06, 1.6178089E-09, 1.2220232E-05
    9, 4.5000000E+00, 7.7500000E+00,-6.7071640E+01, 1.6784256E-01, 4.6752802E-01, 8.1236211E-03, 1.1752961E+02, 3.5058620E-06, 1.6389994E-08, 3.2149751E-06, 1.1726463E-09, 1.0310341E-05
    9, 4.5000000E+00, 8.2500000E+00,-6.7078328E+01, 1.6782020E-01, 4.6746573E-01, 6.5547784E-03, 1.1755003E+02, 2.9088283E-06, 1.1979328E-08, 2.5946117E-06, 8.2514274E-10, 8.4476151E-06
    9, 4.5000000E+00, 8.7500000E+00,-6.7083528E+01, 1.6780281E-01, 4.6741731E-01, 5.1788358E-03, 1.1756590E+02, 2.3697066E-06, 8.6056087E-09, 2.0502875E-06, 5.6915931E-10, 6.7893939E-06
    9, 4.5000000E+00, 9.2500000E+00,-6.7087113E+01, 1.6779083E-01, 4.6738394E-01, 4.1258196E-03, 1.1757684E+02, 1.9444936E-06, 6.2657594E-09, 1.6335809E-06, 3.9877607E-10, 5.5001399E-06
    9, 4.5000000E+00, 9.7500000E+00,-6.7088963E+01, 1.6778465E-01, 4.6736672E-01, 3.5278580E-03, 1.1758249E+02, 1.6968649E-06, 5.0177695E-09, 1.3969039E-06, 3.1131004E-10, 4.7580987E-06
