iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    6, 3.0000000E+00, 2.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 9.6747448E-04, 1.2908719E+02, 5.5057819E-07, 2.4656856E-08, 4.2058460E-07, 1.6469215E-09, 1.5438054E-06
    6, 3.0000000E+00, 7.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.1794201E-03, 1.2908719E+02, 6.5413023E-07, 2.4834229E-08, 5.1272072E-07, 1.6193781E-09, 1.8453559E-06
    6, 3.0000000E+00, 1.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.4089901E-03, 1.2908719E+02, 7.6359403E-07, 2.4800175E-08, 6.1251777E-07, 1.5888729E-09, 2.1672211E-06
    6, 3.0000000E+00, 1.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.6546834E-03, 1.2908719E+02, 8.7820235E-07, 2.4608932E-08, 7.1932300E-07, 1.5554777E-09, 2.5073001E-06
    6, 3.0000000E+00, 2.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.9145955E-03, 1.2908719E+02, 9.9705619E-07, 2.4295069E-08, 8.3230834E-07, 1.5192783E-09, 2.8629931E-06
    6, 3.0000000E+00, 2.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.1864446E-03, 1.2908719E+02, 1.1191417E-06, 2.3882586E-08, 9.5048176E-07, 1.4803977E-09, 3.2312599E-06
    6, 3.0000000E+00, 3.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.4676101E-03, 1.2908719E+02, 1.2433495E-06, 2.3388924E-08, 1.0727040E-06, 1.4390091E-09, 3.6086815E-06
    6, 3.0000000E+00, 3.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.7551809E-03, 1.2908719E+02, 1.3684950E-06, 2.2827505E-08, 1.1977094E-06, 1.3953465E-09, 3.9915290E-06
    6, 3.0000000E+00, 4.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.0460091E-03, 1.2908719E+02, 1.4933402E-06, 2.2209563E-08, 1.3241297E-06, 1.3497127E-09, 4.3758337E-06
    6, 3.0000000E+00, 4.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.3367655E-03, 1.2908719E+02, 1.6166126E-06, 2.1545471E-08, 1.4505175E-06, 1.3024890E-09, 4.7574566E-06
    6, 3.0000000E+00, 5.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.6239878E-03, 1.2908719E+02, 1.7370210E-06, 2.0845685E-08, 1.5753679E-06, 1.2541451E-09, 5.1321449E-06
    6, 3.0000000E+00, 5.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.9041150E-03, 1.2908719E+02, 1.8532640E-06, 2.0121422E-08, 1.6971331E-06, 1.2052523E-09, 5.4955691E-06
    6, 3.0000000E+00, 6.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.1734959E-03, 1.2908719E+02, 1.9640277E-06, 1.9385196E-08, 1.8142261E-06, 1.1564986E-09, 5.8433245E-06
    6, 3.0000000E+00, 6.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.4283591E-03, 1.2908719E+02, 2.0679683E-06, 1.8651331E-08, 1.9250077E-06, 1.1087084E-09, 6.1708860E-06
    6, 3.0000000E+00, 7.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.6647323E-03, 1.2908719E+02, 2.1636742E-06, 1.7936524E-08, 2.0277514E-06, 1.0628657E-09, 6.4734964E-06
    6, 3.0000000E+00, 7.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.8782932E-03, 1.2908719E+02, 2.2496020E-06, 1.7260571E-08, 2.1205787E-06, 1.0201437E-09, 6.7459699E-06
    6, 3.0000000E+00, 8.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.0641369E-03, 1.2908719E+02, 2.3239798E-06, 1.6647307E-08, 2.2013578E-06, 9.8194035E-10, 6.9823906E-06
    6, 3.0000000E+00, 8.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.2164414E-03, 1.2908719E+02, 2.3846700E-06, 1.6125828E-08, 2.2675583E-06, 9.4992027E-10, 7.1756821E-06
    6, 3.0000000E+00, 9.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.3280164E-03, 1.2908719E+02, 2.4289840E-06, 1.5731931E-08, 2.3160552E-06, 9.2606593E-10, 7.3170253E-06
    6, 3.0000000E+00, 9.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.3897181E-03, 1.2908719E+02, 2.4534380E-06, 1.5509351E-08, 2.3428742E-06, 9.1273660E-10, 7.3950966E-06
