iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    4, 2.0000000E+00, 2.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.0262569E-03, 1.2908719E+02, 1.0474586E-06, 2.2687811E-08, 8.8084797E-07, 1.5501279E-09, 3.0123820E-06
    4, 2.0000000E+00, 7.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.4569329E-03, 1.2908719E+02, 1.2386676E-06, 2.2491739E-08, 1.0680626E-06, 1.5010903E-09, 3.5929761E-06
    4, 2.0000000E+00, 1.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.9062186E-03, 1.2908719E+02, 1.4335348E-06, 2.2068735E-08, 1.2633642E-06, 1.4476848E-09, 4.1908066E-06
    4, 2.0000000E+00, 1.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.3656649E-03, 1.2908719E+02, 1.6287869E-06, 2.1477524E-08, 1.4630796E-06, 1.3902578E-09, 4.7953496E-06
    4, 2.0000000E+00, 2.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.8260218E-03, 1.2908719E+02, 1.8209704E-06, 2.0757574E-08, 1.6631878E-06, 1.3292119E-09, 5.3952543E-06
    4, 2.0000000E+00, 2.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.2775989E-03, 1.2908719E+02, 2.0065809E-06, 1.9938065E-08, 1.8594768E-06, 1.2650202E-09, 5.9787955E-06
    4, 2.0000000E+00, 3.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.7106789E-03, 1.2908719E+02, 2.1822036E-06, 1.9041751E-08, 2.0477228E-06, 1.1982282E-09, 6.5343662E-06
    4, 2.0000000E+00, 3.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.1159671E-03, 1.2908719E+02, 2.3446594E-06, 1.8087326E-08, 2.2238863E-06, 1.1294508E-09, 7.0510018E-06
    4, 2.0000000E+00, 4.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.4850576E-03, 1.2908719E+02, 2.4911522E-06, 1.7091081E-08, 2.3843140E-06, 1.0593669E-09, 7.5189139E-06
    4, 2.0000000E+00, 4.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.8108924E-03, 1.2908719E+02, 2.6194125E-06, 1.6068059E-08, 2.5259387E-06, 9.8871388E-10, 7.9300135E-06
    4, 2.0000000E+00, 5.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.0881912E-03, 1.2908719E+02, 2.7278308E-06, 1.5032831E-08, 2.6464660E-06, 9.1828422E-10, 8.2783987E-06
    4, 2.0000000E+00, 5.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.3138258E-03, 1.2908719E+02, 2.8155755E-06, 1.4000041E-08, 2.7445368E-06, 8.4892626E-10, 8.5607815E-06
    4, 2.0000000E+00, 6.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.4871142E-03, 1.2908719E+02, 2.8826868E-06, 1.2984850E-08, 2.8198551E-06, 7.8155052E-10, 8.7768263E-06
    4, 2.0000000E+00, 6.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.6100063E-03, 1.2908719E+02, 2.9301392E-06, 1.2003403E-08, 2.8732689E-06, 7.1714462E-10, 8.9293679E-06
    4, 2.0000000E+00, 7.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.6871289E-03, 1.2908719E+02, 2.9598599E-06, 1.1073453E-08, 2.9067892E-06, 6.5679885E-10, 9.0244710E-06
    4, 2.0000000E+00, 7.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.7256526E-03, 1.2908719E+02, 2.9746891E-06, 1.0215240E-08, 2.9235331E-06, 6.0174554E-10, 9.0712836E-06
    4, 2.0000000E+00, 8.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.7349376E-03, 1.2908719E+02, 2.9782615E-06, 9.4527378E-09, 2.9275687E-06, 5.5341509E-10, 9.0816245E-06
    4, 2.0000000E+00, 8.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.7259016E-03, 1.2908719E+02, 2.9747848E-06, 8.8153590E-09, 2.9236413E-06, 5.1351208E-10, 9.0692296E-06
    4, 2.0000000E+00, 9.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.7100500E-03, 1.2908719E+02, 2.9686844E-06, 8.3401034E-09, 2.9167516E-06, 4.8411459E-10, 9.0485697E-06
    4, 2.0000000E+00, 9.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.6980957E-03, 1.2908719E+02, 2.9640825E-06, 8.0737548E-09, 2.9115558E-06, 4.6780005E-10, 9.0331430E-06
