iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    3, 1.5000000E+00, 2.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.1944290E-03, 1.2908719E+02, 1.5564485E-06, 2.1033871E-08, 1.3886459E-06, 1.4623726E-09, 4.5697099E-06
    3, 1.5000000E+00, 7.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.8533335E-03, 1.2908719E+02, 1.8322742E-06, 2.0535562E-08, 1.6750596E-06, 1.3946277E-09, 5.4304629E-06
    3, 1.5000000E+00, 1.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.5143237E-03, 1.2908719E+02, 2.1028499E-06, 1.9808923E-08, 1.9623738E-06, 1.3220065E-09, 6.2835985E-06
    3, 1.5000000E+00, 1.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.1573115E-03, 1.2908719E+02, 2.3611357E-06, 1.8918953E-08, 2.2418570E-06, 1.2453067E-09, 7.1051828E-06
    3, 1.5000000E+00, 2.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.7619562E-03, 1.2908719E+02, 2.6002103E-06, 1.7911526E-08, 2.5046686E-06, 1.1654083E-09, 7.8712862E-06
    3, 1.5000000E+00, 2.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.3087866E-03, 1.2908719E+02, 2.8136204E-06, 1.6822096E-08, 2.7423466E-06, 1.0832658E-09, 8.5592691E-06
    3, 1.5000000E+00, 3.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.7803194E-03, 1.2908719E+02, 2.9957133E-06, 1.5679277E-08, 2.9472933E-06, 9.9988690E-10, 9.1490294E-06
    3, 1.5000000E+00, 3.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.1620940E-03, 1.2908719E+02, 3.1419367E-06, 1.4506940E-08, 3.1132253E-06, 9.1630505E-10, 9.6241416E-06
    3, 1.5000000E+00, 4.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.4435588E-03, 1.2908719E+02, 3.2490902E-06, 1.3325605E-08, 3.2355580E-06, 8.3355082E-10, 9.9728237E-06
    3, 1.5000000E+00, 4.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.6187583E-03, 1.2908719E+02, 3.3155217E-06, 1.2153359E-08, 3.3117042E-06, 7.5262541E-10, 1.0188688E-05
    3, 1.5000000E+00, 5.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.6867914E-03, 1.2908719E+02, 3.3412645E-06, 1.1006427E-08, 3.3412730E-06, 6.7447915E-10, 1.0271252E-05
    3, 1.5000000E+00, 5.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.6520394E-03, 1.2908719E+02, 3.3281185E-06, 9.8995444E-09, 3.3261690E-06, 5.9999784E-10, 1.0226215E-05
    3, 1.5000000E+00, 6.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.5241796E-03, 1.2908719E+02, 3.2796846E-06, 8.8462743E-09, 3.2705979E-06, 5.2999955E-10, 1.0065521E-05
    3, 1.5000000E+00, 6.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.3180201E-03, 1.2908719E+02, 3.2013640E-06, 7.8593946E-09, 3.1809954E-06, 4.6524477E-10, 9.8072568E-06
    3, 1.5000000E+00, 7.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.0531987E-03, 1.2908719E+02, 3.1003344E-06, 6.9514949E-09, 3.0658960E-06, 4.0646291E-10, 9.4754249E-06
    3, 1.5000000E+00, 7.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.7537798E-03, 1.2908719E+02, 2.9855092E-06, 6.1359002E-09, 2.9357582E-06, 3.5439874E-10, 9.0996265E-06
    3, 1.5000000E+00, 8.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.4477645E-03, 1.2908719E+02, 2.8674681E-06, 5.4280610E-09, 2.8027521E-06, 3.0988312E-10, 8.7146444E-06
    3, 1.5000000E+00, 8.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.1664870E-03, 1.2908719E+02, 2.7583256E-06, 4.8475381E-09, 2.6804969E-06, 2.7393308E-10, 8.3598543E-06
    3, 1.5000000E+00, 9.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.9438143E-03, 1.2908719E+02, 2.6714643E-06, 4.4206346E-09, 2.5837131E-06, 2.4788715E-10, 8.0782938E-06
    3, 1.5000000E+00, 9.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.8150027E-03, 1.2908719E+02, 2.6210243E-06, 4.1833470E-09, 2.5277253E-06, 2.3358280E-10, 7.9151198E-06
