iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    7, 3.5000000E+00, 2.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.0541652E-04, 1.2908719E+02, 4.1827347E-07, 2.5267278E-08, 3.0666295E-07, 1.6747272E-09, 1.1653538E-06
    7, 3.5000000E+00, 7.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 8.6119511E-04, 1.2908719E+02, 4.9756632E-07, 2.5564058E-08, 3.7438302E-07, 1.6535972E-09, 1.3924403E-06
    7, 3.5000000E+00, 1.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.0315571E-03, 1.2908719E+02, 5.8217261E-07, 2.5657154E-08, 4.4844240E-07, 1.6300798E-09, 1.6369760E-06
    7, 3.5000000E+00, 1.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.2159367E-03, 1.2908719E+02, 6.7171517E-07, 2.5600061E-08, 5.2859502E-07, 1.6042150E-09, 1.8980796E-06
    7, 3.5000000E+00, 2.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.4134917E-03, 1.2908719E+02, 7.6571607E-07, 2.5426473E-08, 6.1447468E-07, 1.5760448E-09, 2.1745006E-06
    7, 3.5000000E+00, 2.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.6230968E-03, 1.2908719E+02, 8.6359928E-07, 2.5159381E-08, 7.0559206E-07, 1.5456370E-09, 2.4646340E-06
    7, 3.5000000E+00, 3.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.8433396E-03, 1.2908719E+02, 9.6469333E-07, 2.4815095E-08, 8.0133308E-07, 1.5130984E-09, 2.7665288E-06
    7, 3.5000000E+00, 3.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.0725188E-03, 1.2908719E+02, 1.0682338E-06, 2.4405786E-08, 9.0095812E-07, 1.4785859E-09, 3.0778951E-06
    7, 3.5000000E+00, 4.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.3086423E-03, 1.2908719E+02, 1.1733644E-06, 2.3941335E-08, 1.0036011E-06, 1.4423151E-09, 3.3961077E-06
    7, 3.5000000E+00, 4.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.5494213E-03, 1.2908719E+02, 1.2791363E-06, 2.3430658E-08, 1.1082670E-06, 1.4045702E-09, 3.7182034E-06
    7, 3.5000000E+00, 5.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.7922581E-03, 1.2908719E+02, 1.3845032E-06, 2.2882657E-08, 1.2138266E-06, 1.3657151E-09, 4.0408669E-06
    7, 3.5000000E+00, 5.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.0342215E-03, 1.2908719E+02, 1.4883112E-06, 2.2306892E-08, 1.3190057E-06, 1.3262051E-09, 4.3604003E-06
    7, 3.5000000E+00, 6.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.2720051E-03, 1.2908719E+02, 1.5892813E-06, 2.1714098E-08, 1.4223671E-06, 1.2866023E-09, 4.6726685E-06
    7, 3.5000000E+00, 6.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.5018606E-03, 1.2908719E+02, 1.6859808E-06, 2.1116662E-08, 1.5222815E-06, 1.2475921E-09, 4.9730132E-06
    7, 3.5000000E+00, 7.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.7195006E-03, 1.2908719E+02, 1.7767824E-06, 2.0529134E-08, 1.6168854E-06, 1.2100042E-09, 5.2561248E-06
    7, 3.5000000E+00, 7.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.9199607E-03, 1.2908719E+02, 1.8598063E-06, 1.9968867E-08, 1.7040209E-06, 1.1748362E-09, 5.5158634E-06
    7, 3.5000000E+00, 8.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.0974137E-03, 1.2908719E+02, 1.9328411E-06, 1.9456844E-08, 1.7811553E-06, 1.1432817E-09, 5.7450156E-06
    7, 3.5000000E+00, 8.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.2449276E-03, 1.2908719E+02, 1.9932408E-06, 1.9018734E-08, 1.8452755E-06, 1.1167628E-09, 5.9349759E-06
    7, 3.5000000E+00, 9.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.3541574E-03, 1.2908719E+02, 2.0377890E-06, 1.8686135E-08, 1.8927545E-06, 1.0969677E-09, 6.0753360E-06
    7, 3.5000000E+00, 9.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.4149660E-03, 1.2908719E+02, 2.0625260E-06, 1.8497527E-08, 1.9191862E-06, 1.0858932E-09, 6.1533665E-06
