time(d),htop(cm),hbot(cm),ctop(mg/L),cbot(mg/L), water_input(cm),ET(cm),water_drainage(cm),water_tot(cm),water_MB_error(%),pfas_in(mg),pfas_decay(mg),pfas_discharge(mg),pfas_tot(mg),pfas_MB_error(%)
 3.8823901E-06,-6.0622189E+01,-6.0622189E+01, 2.9995392E-06, 4.1407000E-28, 1.5529560E-05, 0.0000000E+00, 1.5529560E-05, 1.9190843E+00, 1.1570248E-13, 3.8823901E-09, 0.0000000E+00, 6.4303251E-36, 3.8823901E-09, 7.3365084E-11
 5.8285852E-06,-6.0622189E+01,-6.0622189E+01, 4.7059061E-06, 4.1407000E-28, 2.3314341E-05, 0.0000000E+00, 2.3314341E-05, 1.9190843E+00, 1.1570201E-14, 5.8285852E-09, 0.0000000E+00, 9.6537691E-36, 5.8285852E-09, 4.8891604E-11
 8.7478778E-06,-6.0622189E+01,-6.0622189E+01, 7.3752703E-06, 4.1407000E-28, 3.4991511E-05, 0.0000000E+00, 3.4991511E-05, 1.9190843E+00,-1.1570130E-14, 8.7478778E-09, 0.0000000E+00, 1.4488935E-35, 8.7478778E-09, 3.2575773E-11
 1.3126817E-05,-6.0622189E+01,-6.0622189E+01, 1.1547682E-05, 4.1407000E-28, 5.2507267E-05, 0.0000000E+00, 5.2507267E-05, 1.9190843E+00,-1.1570025E-14, 1.3126817E-08, 0.0000000E+00, 2.1741684E-35, 1.3126817E-08, 2.1646288E-11
 1.9695225E-05,-6.0622189E+01,-6.0622189E+01, 1.8063967E-05, 4.1407000E-28, 7.8780900E-05, 0.0000000E+00, 7.8780900E-05, 1.9190843E+00,-1.1569866E-14, 1.9695225E-08, 0.0000000E+00, 3.2620807E-35, 1.9695225E-08, 1.4441108E-11
 2.9547838E-05,-6.0622189E+01,-6.0622189E+01, 2.8231865E-05, 4.1407000E-28, 1.1819135E-04, 0.0000000E+00, 1.1819135E-04, 1.9190843E+00,-2.3139258E-14, 2.9547838E-08, 0.0000000E+00, 4.8939492E-35, 2.9547838E-08, 9.6072292E-12
 4.4326756E-05,-6.0622189E+01,-6.0622189E+01, 4.4082916E-05, 4.1407000E-28, 1.7730702E-04, 0.0000000E+00, 1.7730702E-04, 1.9190843E+00,-1.1569272E-14, 4.4326756E-08, 0.0000000E+00, 7.3417520E-35, 4.4326756E-08, 6.3917339E-12
 6.6495135E-05,-6.0622189E+01,-6.0622189E+01, 6.8768760E-05, 4.1407000E-28, 2.6598054E-04, 0.0000000E+00, 2.6598054E-04, 1.9190843E+00,-1.1568738E-14, 6.6495135E-08, 0.0000000E+00, 1.1013456E-34, 6.6495135E-08, 4.2361111E-12
 9.9747702E-05,-6.0622189E+01,-6.0622189E+01, 1.0717067E-04, 4.1407000E-28, 3.9899081E-04, 0.0000000E+00, 3.9899081E-04, 1.9190843E+00, 0.0000000E+00, 9.9747702E-08, 0.0000000E+00, 1.6521012E-34, 9.9747702E-08, 2.8129445E-12
 1.4962655E-04,-6.0622189E+01,-6.0622189E+01, 1.6683304E-04, 4.1407000E-28, 5.9850621E-04, 0.0000000E+00, 5.9850621E-04, 1.9190843E+00, 1.1566734E-14, 1.4962655E-07, 0.0000000E+00, 2.4782347E-34, 1.4962655E-07, 1.8459331E-12
 2.2444483E-04,-6.0622189E+01,-6.0622189E+01, 2.5938432E-04, 4.1407000E-28, 8.9777931E-04, 0.0000000E+00, 8.9777931E-04, 1.9190843E+00, 1.1564931E-14, 2.2444483E-07, 0.0000000E+00, 3.7174348E-34, 2.2444483E-07, 1.2305947E-12
 3.3667224E-04,-6.0622189E+01,-6.0622189E+01, 4.0268023E-04, 4.1407000E-28, 1.3466890E-03, 0.0000000E+00, 1.3466890E-03, 1.9190843E+00, 0.0000000E+00, 3.3667224E-07, 0.0000000E+00, 5.5762350E-34, 3.3667224E-07, 8.0736229E-13
 5.0501337E-04,-6.0622189E+01,-6.0622189E+01, 6.2399198E-04, 4.1407000E-28, 2.0200535E-03, 0.0000000E+00, 2.0200535E-03, 1.9190843E+00, 3.4674525E-14, 5.0501337E-07, 0.0000000E+00, 8.3644353E-34, 5.0501337E-07, 5.3823620E-13
 7.5752505E-04,-6.0622189E+01,-6.0622189E+01, 9.6464796E-04, 4.1407000E-28, 3.0301002E-03, 0.0000000E+00, 3.0301002E-03, 1.9190843E+00, 2.3104203E-14, 7.5752505E-07, 0.0000000E+00, 1.2546736E-33, 7.5752505E-07, 3.5882176E-13
 1.1362926E-03,-6.0622189E+01,-6.0622189E+01, 1.4865642E-03, 4.1407000E-28, 4.5451703E-03, 0.0000000E+00, 4.5451703E-03, 1.9190843E+00,-1.1543003E-14, 1.1362926E-06, 0.0000000E+00, 1.8820187E-33, 1.1362926E-06, 2.4693002E-13
 1.7044439E-03,-6.0622189E+01,-6.0622189E+01, 2.2809280E-03, 4.1407000E-28, 6.8177754E-03, 0.0000000E+00, 6.8177754E-03, 1.9190843E+00, 0.0000000E+00, 1.7044439E-06, 0.0000000E+00, 2.8230363E-33, 1.7044439E-06, 1.8519697E-13
 2.5566708E-03,-6.0622189E+01,-6.0622189E+01, 3.4786625E-03, 4.1407000E-28, 1.0226683E-02, 0.0000000E+00, 1.0226683E-02, 1.9190843E+00,-4.6036042E-14, 2.5566708E-06, 0.0000000E+00, 4.2345627E-33, 2.5566708E-06, 1.0974614E-13
 3.8350112E-03,-6.0622189E+01,-6.0622189E+01, 5.2607988E-03, 4.1407000E-28, 1.5340045E-02, 0.0000000E+00, 1.5340045E-02, 1.9190843E+00,-4.5914353E-14, 3.8350112E-06, 0.0000000E+00, 6.3518523E-33, 3.8350112E-06, 5.4872998E-14
 5.7525218E-03,-6.0622189E+01,-6.0622189E+01, 7.8643037E-03, 4.1407000E-28, 2.3010087E-02, 0.0000000E+00, 2.3010087E-02, 1.9190843E+00,-9.1466040E-14, 5.7525218E-06, 0.0000000E+00, 9.5277867E-33, 5.7525218E-06, 8.5357922E-14
 8.6287877E-03,-6.0622189E+01,-6.0622189E+01, 1.1576184E-02, 4.1407000E-28, 3.4515151E-02, 0.0000000E+00, 3.4515151E-02, 1.9190843E+00,-1.4775700E-13, 8.6287877E-06, 0.0000000E+00, 1.4291688E-32, 8.6287877E-06, 1.4632778E-13
 1.2943186E-02,-6.0622189E+01,-6.0622189E+01, 1.6709322E-02, 4.1407000E-28, 5.1772746E-02, 0.0000000E+00, 5.1772746E-02, 1.9190843E+00,-1.9152877E-13, 1.2943186E-05, 0.0000000E+00, 2.1437541E-32, 1.2943186E-05, 3.6852909E-13
 1.9414785E-02,-6.0622189E+01,-6.0622189E+01, 2.3562467E-02, 4.1407000E-28, 7.7659139E-02, 0.0000000E+00, 7.7659139E-02, 1.9190843E+00,-4.6705416E-13, 1.9414785E-05, 0.0000000E+00, 3.2156320E-32, 1.9414785E-05, 8.8157915E-13
 2.9122182E-02,-6.0622189E+01,-6.0622189E+01, 3.2381997E-02, 4.1407000E-28, 1.1648873E-01, 0.0000000E+00, 1.1648873E-01, 1.9190843E+00,-5.6722698E-13, 2.9122182E-05, 0.0000000E+00, 4.8234488E-32, 2.9122182E-05, 3.0060399E-12
 4.3683278E-02,-6.0622189E+01,-6.0622189E+01, 4.3346912E-02, 2.7655664E-26, 1.7473311E-01, 0.0000000E+00, 1.7473311E-01, 1.9190843E+00,-4.6661006E-13, 4.3683278E-05, 0.0000000E+00, 1.6590216E-30, 4.3683278E-05, 3.3400439E-12
 6.5524922E-02,-6.0622189E+01,-6.0622189E+01, 5.6575711E-02, 7.7021156E-18, 2.6209969E-01, 0.0000000E+00, 2.6209969E-01, 1.9190843E+00,-5.9044020E-13, 6.5524922E-05, 0.0000000E+00, 6.7290747E-22, 6.5524922E-05, 2.1924389E-12
 9.8287388E-02,-6.0622189E+01,-6.0622189E+01, 7.2126284E-02, 3.6911735E-12, 3.9314955E-01, 0.0000000E+00, 3.9314955E-01, 1.9190843E+00,-5.0896081E-13, 9.8287388E-05, 0.0000000E+00, 4.8372846E-16, 9.8287388E-05, 2.2609525E-12
 1.0000000E-01,-6.0622189E+01,-6.0622189E+01, 7.2932705E-02, 3.9261203E-12, 4.0000000E-01, 0.0000000E+00, 4.0000000E-01, 1.9190843E+00,-5.0745736E-13, 1.0000000E-04, 0.0000000E+00, 5.1062413E-16, 1.0000000E-04, 2.2334546E-12
 1.0256892E-01,-6.0622189E+01,-6.0622189E+01, 6.9770882E-02, 4.3172668E-12, 4.1027567E-01, 0.0000000E+00, 4.1027567E-01, 1.9190843E+00,-5.1475121E-13, 1.0000000E-04, 0.0000000E+00, 5.5498694E-16, 1.0000000E-04, 2.2671247E-12
 1.0642229E-01,-6.0622189E+01,-6.0622189E+01, 6.5689199E-02, 5.0076338E-12, 4.2568917E-01, 0.0000000E+00, 4.2568917E-01, 1.9190843E+00,-5.0189770E-13, 1.0000000E-04, 0.0000000E+00, 6.3217213E-16, 1.0000000E-04, 2.3905820E-12
 1.1220236E-01,-6.0622189E+01,-6.0622189E+01, 6.0667604E-02, 6.3507590E-12, 4.4880943E-01, 0.0000000E+00, 4.4880943E-01, 1.9190843E+00,-5.4388366E-13, 1.0000000E-04, 0.0000000E+00, 7.7900330E-16, 1.0000000E-04, 2.5701563E-12
 1.2087245E-01,-6.0622189E+01,-6.0622189E+01, 5.4810643E-02, 9.4617339E-12, 4.8348981E-01, 0.0000000E+00, 4.8348981E-01, 1.9190843E+00,-2.2180671E-13, 1.0000000E-04, 0.0000000E+00, 1.1071399E-15, 1.0000000E-04, 2.8058475E-12
 1.3387760E-01,-6.0622189E+01,-6.0622189E+01, 4.8341244E-02, 1.9755328E-11, 5.3551039E-01, 0.0000000E+00, 5.3551039E-01, 1.9190843E+00,-7.2368642E-14, 1.0000000E-04, 0.0000000E+00, 2.1348234E-15, 1.0000000E-04, 3.0639854E-12
 1.5338531E-01,-6.0622189E+01,-6.0622189E+01, 4.1554185E-02, 9.9898632E-11, 6.1354126E-01, 0.0000000E+00, 6.1354126E-01, 1.9190843E+00,-3.7699683E-13, 1.0000000E-04, 0.0000000E+00, 9.9300002E-15, 1.0000000E-04, 3.5578146E-12
 1.8264689E-01,-6.0622189E+01,-6.0622189E+01, 3.4758474E-02, 2.8057733E-09, 7.3058755E-01, 0.0000000E+00, 7.3058755E-01, 1.9190843E+00,-8.6314818E-13, 1.0000000E-04, 0.0000000E+00, 3.3833537E-13, 1.0000000E-04, 1.8765508E-10
 2.2653925E-01,-6.0622189E+01,-6.0622189E+01, 2.8236288E-02, 1.5450857E-07, 9.0615700E-01, 0.0000000E+00, 9.0615700E-01, 1.9190843E+00,-1.2339124E-12, 1.0000000E-04, 0.0000000E+00, 2.7465319E-11, 9.9999973E-05,-3.1649959E-11
 2.9237779E-01,-6.0622189E+01,-6.0622189E+01, 2.2221157E-02, 4.6374948E-06, 1.1695112E+00, 0.0000000E+00, 1.1695112E+00, 1.9190843E+00,-1.4665922E-12, 1.0000000E-04, 0.0000000E+00, 1.2487689E-09, 9.9998751E-05, 6.6761212E-10
 3.9113561E-01,-6.0622189E+01,-6.0622189E+01, 1.6885910E-02, 6.1515969E-05, 1.5645424E+00, 0.0000000E+00, 1.5645424E+00, 1.9190843E+00,-1.9440546E-12, 1.0000000E-04, 0.0000000E+00, 2.5549499E-08, 9.9974451E-05,-4.1036080E-10
 4.9113561E-01,-6.0622189E+01,-6.0622189E+01, 1.3384317E-02, 2.2836591E-04, 1.9645424E+00, 0.0000000E+00, 1.9645424E+00, 1.9190843E+00,-1.8810426E-12, 1.0000000E-04, 0.0000000E+00, 1.1689586E-07, 9.9883104E-05,-9.9480761E-10
 5.0000000E-01,-6.0622189E+01,-6.0622189E+01, 1.3089428E-02, 2.4471540E-04, 2.0000000E+00, 0.0000000E+00, 2.0000000E+00, 1.9190843E+00,-1.8073668E-12, 1.0000000E-04, 0.0000000E+00, 1.2557287E-07, 9.9874427E-05,-9.4596341E-10
 5.1329659E-01,-6.0622189E+01,-6.0622189E+01, 1.2674058E-02, 2.7150589E-04, 2.0531863E+00, 0.0000000E+00, 2.0531863E+00, 1.9190843E+00,-1.7440382E-12, 1.0000000E-04, 0.0000000E+00, 1.4001328E-07, 9.9859987E-05,-9.8709714E-10
 5.3324147E-01,-6.0622189E+01,-6.0622189E+01, 1.2103372E-02, 3.1718492E-04, 2.1329659E+00, 0.0000000E+00, 2.1329659E+00, 1.9190843E+00,-1.8138167E-12, 1.0000000E-04, 0.0000000E+00, 1.6531814E-07, 9.9834682E-05,-9.1732132E-10
 5.6315879E-01,-6.0622189E+01,-6.0622189E+01, 1.1344154E-02, 3.9918923E-04, 2.2526352E+00, 0.0000000E+00, 2.2526352E+00, 1.9190843E+00,-2.0438845E-12, 1.0000000E-04, 0.0000000E+00, 2.1308883E-07, 9.9786911E-05,-1.1538206E-09
 6.0803477E-01,-6.0622189E+01,-6.0622189E+01, 1.0373965E-02, 5.5491191E-04, 2.4321391E+00, 0.0000000E+00, 2.4321391E+00, 1.9190843E+00,-2.1841005E-12, 1.0000000E-04, 0.0000000E+00, 3.1269770E-07, 9.9687302E-05,-1.4051011E-09
 6.7534875E-01,-6.0622189E+01,-6.0622189E+01, 9.1928594E-03, 8.6213193E-04, 2.7013950E+00, 0.0000000E+00, 2.7013950E+00, 1.9190843E+00,-1.5233948E-12, 1.0000000E-04, 0.0000000E+00, 5.4483181E-07, 9.9455168E-05,-1.1812730E-09
 7.7534875E-01,-6.0622189E+01,-6.0622189E+01, 7.8442324E-03, 1.4514153E-03, 3.1013950E+00, 0.0000000E+00, 3.1013950E+00, 1.9190843E+00,-2.4502185E-12, 1.0000000E-04, 0.0000000E+00, 1.1253979E-06, 9.8874602E-05,-8.2219187E-10
 8.7534875E-01,-6.0622189E+01,-6.0622189E+01, 6.7808299E-03, 2.1303076E-03, 3.5013950E+00, 0.0000000E+00, 3.5013950E+00, 1.9190843E+00,-3.2279645E-12, 1.0000000E-04, 0.0000000E+00, 1.9775210E-06, 9.8022479E-05,-2.2628599E-10
 9.7534875E-01,-6.0622189E+01,-6.0622189E+01, 5.9236907E-03, 2.8476957E-03, 3.9013950E+00, 0.0000000E+00, 3.9013950E+00, 1.9190843E+00,-3.3723585E-12, 1.0000000E-04, 0.0000000E+00, 3.1165993E-06, 9.6883401E-05, 5.9380711E-10
 1.0000000E+00,-6.0622189E+01,-6.0622189E+01, 5.7244580E-03, 3.0271989E-03, 4.0000000E+00, 0.0000000E+00, 4.0000000E+00, 1.9190843E+00,-3.3912057E-12, 1.0000000E-04, 0.0000000E+00, 3.4150962E-06, 9.6584904E-05, 6.3054126E-10
 1.0369769E+00,-6.0622189E+01,-6.0622189E+01, 5.4481521E-03, 3.2968003E-03, 4.1479075E+00, 0.0000000E+00, 4.1479075E+00, 1.9190843E+00,-3.4842055E-12, 1.0000000E-04, 0.0000000E+00, 3.9027177E-06, 9.6097282E-05, 3.9772327E-10
 1.0924422E+00,-6.0622189E+01,-6.0622189E+01, 5.0768018E-03, 3.6947612E-03, 4.3697687E+00, 0.0000000E+00, 4.3697687E+00, 1.9190843E+00,-3.5201724E-12, 1.0000000E-04, 0.0000000E+00, 4.7224420E-06, 9.5277558E-05, 5.0250483E-10
 1.1756402E+00,-6.0622189E+01,-6.0622189E+01, 4.5976930E-03, 4.2582051E-03, 4.7025606E+00, 0.0000000E+00, 4.7025606E+00, 1.9190843E+00,-3.3197817E-12, 1.0000000E-04, 0.0000000E+00, 6.1395381E-06, 9.3860462E-05, 2.3083146E-10
 1.2756402E+00,-6.0622189E+01,-6.0622189E+01, 4.1106339E-03, 4.8652399E-03, 5.1025606E+00, 0.0000000E+00, 5.1025606E+00, 1.9190843E+00,-3.5670604E-12, 1.0000000E-04, 0.0000000E+00, 8.0856340E-06, 9.1914366E-05,-1.2060655E-10
 1.3756402E+00,-6.0622189E+01,-6.0622189E+01, 3.6946931E-03, 5.3892661E-03, 5.5025606E+00, 0.0000000E+00, 5.5025606E+00, 1.9190843E+00,-3.9253094E-12, 1.0000000E-04, 0.0000000E+00, 1.0241340E-05, 8.9758660E-05,-4.5272910E-10
 1.4756402E+00,-6.0622189E+01,-6.0622189E+01, 3.3363157E-03, 5.8247684E-03, 5.9025606E+00, 0.0000000E+00, 5.9025606E+00, 1.9190843E+00,-3.6252088E-12, 1.0000000E-04, 0.0000000E+00, 1.2571248E-05, 8.7428752E-05,-7.4812872E-10
 1.5000000E+00,-6.0622189E+01,-6.0622189E+01, 3.2524490E-03, 5.9256887E-03, 6.0000000E+00, 0.0000000E+00, 6.0000000E+00, 1.9190843E+00,-3.6254656E-12, 1.0000000E-04, 0.0000000E+00, 1.3148643E-05, 8.6851357E-05,-7.2178742E-10
 1.5365398E+00,-6.0622189E+01,-6.0622189E+01, 3.1332755E-03, 6.0649355E-03, 6.1461590E+00, 0.0000000E+00, 6.1461590E+00, 1.9190843E+00,-3.6946667E-12, 1.0000000E-04, 0.0000000E+00, 1.4035088E-05, 8.5964912E-05,-8.7234920E-10
 1.5913494E+00,-6.0622189E+01,-6.0622189E+01, 2.9678931E-03, 6.2469201E-03, 6.3653976E+00, 0.0000000E+00, 6.3653976E+00, 1.9190843E+00,-3.8166722E-12, 1.0000000E-04, 0.0000000E+00, 1.5404654E-05, 8.4595346E-05,-1.1623167E-09
 1.6735639E+00,-6.0622189E+01,-6.0622189E+01, 2.7456871E-03, 6.4622971E-03, 6.6942555E+00, 0.0000000E+00, 6.6942555E+00, 1.9190843E+00,-3.7534447E-12, 1.0000000E-04, 0.0000000E+00, 1.7529832E-05, 8.2470168E-05,-7.1800514E-10
 1.7735639E+00,-6.0622189E+01,-6.0622189E+01, 2.5076990E-03, 6.6462457E-03, 7.0942555E+00, 0.0000000E+00, 7.0942555E+00, 1.9190843E+00,-3.2493708E-12, 1.0000000E-04, 0.0000000E+00, 2.0188330E-05, 7.9811670E-05,-2.8490575E-10
 1.8735639E+00,-6.0622189E+01,-6.0622189E+01, 2.2971493E-03, 6.7603663E-03, 7.4942555E+00, 0.0000000E+00, 7.4942555E+00, 1.9190843E+00,-3.2622607E-12, 1.0000000E-04, 0.0000000E+00, 2.2892477E-05, 7.7107523E-05,-1.2615090E-11
 1.9735639E+00,-6.0622189E+01,-6.0622189E+01, 2.1099847E-03, 6.8132153E-03, 7.8942555E+00, 0.0000000E+00, 7.8942555E+00, 1.9190843E+00,-3.1700165E-12, 1.0000000E-04, 0.0000000E+00, 2.5617763E-05, 7.4382237E-05,-4.0496235E-10
 2.0000000E+00,-6.0622189E+01,-6.0622189E+01, 2.0621655E-03, 6.8230641E-03, 8.0000000E+00, 0.0000000E+00, 8.0000000E+00, 1.9190843E+00,-3.3041138E-12, 1.0000000E-04, 0.0000000E+00, 2.6339264E-05, 7.3660736E-05,-4.5043953E-10
 2.0396542E+00,-6.0622189E+01,-6.0622189E+01, 1.9936890E-03, 6.8291013E-03, 8.1586167E+00, 0.0000000E+00, 8.1586167E+00, 1.9190843E+00,-3.3556655E-12, 1.0000000E-04, 0.0000000E+00, 2.7422473E-05, 7.2577527E-05,-3.6273996E-10
 2.0991354E+00,-6.0622189E+01,-6.0622189E+01, 1.8976635E-03, 6.8202926E-03, 8.3965417E+00, 0.0000000E+00, 8.3965417E+00, 1.9190843E+00,-3.4246391E-12, 1.0000000E-04, 0.0000000E+00, 2.9045192E-05, 7.0954808E-05,-5.1663508E-10
 2.1883573E+00,-6.0622189E+01,-6.0622189E+01, 1.7668730E-03, 6.7725548E-03, 8.7534293E+00, 0.0000000E+00, 8.7534293E+00, 1.9190843E+00,-3.1083084E-12, 1.0000000E-04, 0.0000000E+00, 3.1462233E-05, 6.8537767E-05,-7.9236010E-10
 2.2883573E+00,-6.0622189E+01,-6.0622189E+01, 1.6348559E-03, 6.6829825E-03, 9.1534293E+00, 0.0000000E+00, 9.1534293E+00, 1.9190843E+00,-3.1885346E-12, 1.0000000E-04, 0.0000000E+00, 3.4135426E-05, 6.5864574E-05,-1.0045046E-09
 2.3883573E+00,-6.0622189E+01,-6.0622189E+01, 1.5156076E-03, 6.5639131E-03, 9.5534293E+00, 0.0000000E+00, 9.5534293E+00, 1.9190843E+00,-3.3638097E-12, 1.0000000E-04, 0.0000000E+00, 3.6760991E-05, 6.3239009E-05,-1.2823172E-09
 2.4883573E+00,-6.0622189E+01,-6.0622189E+01, 1.4075636E-03, 6.4211597E-03, 9.9534293E+00, 0.0000000E+00, 9.9534293E+00, 1.9190843E+00,-3.1794095E-12, 1.0000000E-04, 0.0000000E+00, 3.9329455E-05, 6.0670545E-05,-1.6093443E-09
 2.5000000E+00,-6.0622189E+01,-6.0622189E+01, 1.3951622E-03, 6.4042392E-03, 1.0000000E+01, 0.0000000E+00, 1.0000000E+01, 1.9190843E+00,-3.1558092E-12, 1.0000000E-04, 0.0000000E+00, 3.9627704E-05, 6.0372296E-05,-1.5689962E-09
 2.5174640E+00,-6.0622189E+01,-6.0622189E+01, 1.3768829E-03, 6.3781879E-03, 1.0069856E+01, 0.0000000E+00, 1.0069856E+01, 1.9190843E+00,-3.1151963E-12, 1.0000000E-04, 0.0000000E+00, 4.0073259E-05, 5.9926741E-05,-1.6305229E-09
 2.5436600E+00,-6.0622189E+01,-6.0622189E+01, 1.3501662E-03, 6.3376981E-03, 1.0174640E+01, 0.0000000E+00, 1.0174640E+01, 1.9190843E+00,-3.1120736E-12, 1.0000000E-04, 0.0000000E+00, 4.0737349E-05, 5.9262651E-05,-1.6504219E-09
 2.5829540E+00,-6.0622189E+01,-6.0622189E+01, 1.3115943E-03, 6.2740908E-03, 1.0331816E+01, 0.0000000E+00, 1.0331816E+01, 1.9190843E+00,-3.0304596E-12, 1.0000000E-04, 0.0000000E+00, 4.1723485E-05, 5.8276515E-05,-1.5172788E-09
 2.6418950E+00,-6.0622189E+01,-6.0622189E+01, 1.2568805E-03, 6.1731644E-03, 1.0567580E+01, 0.0000000E+00, 1.0567580E+01, 1.9190843E+00,-3.1652921E-12, 1.0000000E-04, 0.0000000E+00, 4.3178895E-05, 5.6821105E-05,-1.1835738E-09
 2.7303065E+00,-6.0622189E+01,-6.0622189E+01, 1.1811797E-03, 6.0121609E-03, 1.0921226E+01, 0.0000000E+00, 1.0921226E+01, 1.9190843E+00,-2.8930813E-12, 1.0000000E-04, 0.0000000E+00, 4.5305072E-05, 5.4694928E-05,-9.5985797E-10
 2.8303065E+00,-6.0622189E+01,-6.0622189E+01, 1.1028559E-03, 5.8212602E-03, 1.1321226E+01, 0.0000000E+00, 1.1321226E+01, 1.9190843E+00,-3.0052463E-12, 1.0000000E-04, 0.0000000E+00, 4.7633576E-05, 5.2366424E-05,-1.3632042E-09
 2.9303065E+00,-6.0622189E+01,-6.0622189E+01, 1.0310658E-03, 5.6245339E-03, 1.1721226E+01, 0.0000000E+00, 1.1721226E+01, 1.9190843E+00,-3.1254834E-12, 1.0000000E-04, 0.0000000E+00, 4.9883390E-05, 5.0116610E-05,-1.7671732E-09
 3.0000000E+00,-6.0622189E+01,-6.0622189E+01, 9.8399403E-04, 5.4855343E-03, 1.2000000E+01, 0.0000000E+00, 1.2000000E+01, 1.9190843E+00,-3.1075528E-12, 1.0000000E-04, 0.0000000E+00, 5.1412614E-05, 4.8587386E-05,-1.6284353E-09
 3.1000000E+00,-6.0622189E+01,-6.0622189E+01, 9.2181659E-04, 5.2841780E-03, 1.2400000E+01, 0.0000000E+00, 1.2400000E+01, 1.9190843E+00,-3.2998683E-12, 1.0000000E-04, 0.0000000E+00, 5.3526285E-05, 4.6473715E-05,-2.0211080E-09
