t (d),Precipitation (cm/d),Irrigation (cm/d),ET0 (cm/d),top_BC (cm),bot_BC (cm),Contaminated_water_flux (cm/d),PFAS_mass_flux (mg/d/cm^2)
3982,0,0,0.001685311,-999999.99,-999999.99,0,0
3983,0,0,0.010328978,-999999.99,-999999.99,0,0
3984,0,0,0.008551115,-999999.99,-999999.99,0,0
3985,0,0,0.003603066,-999999.99,-999999.99,0,0
3986,0,0,0.007854717,-999999.99,-999999.99,0,0
3987,0,0,0.002556015,-999999.99,-999999.99,0,0
3988,0,0,0.006074112,-999999.99,-999999.99,0,0
3989,0,0,-0.000701197,-999999.99,-999999.99,0,0
3990,0,0,0.008477497,-999999.99,-999999.99,0,0
3991,0,0,0.010287459,-999999.99,-999999.99,0,0
3992,0,0,0.007941607,-999999.99,-999999.99,0,0
3993,0,0,0.007174052,-999999.99,-999999.99,0,0
3994,0,0,0.003848676,-999999.99,-999999.99,0,0
3995,0,0,0.001554565,-999999.99,-999999.99,0,0
3996,0,0,0.005828125,-999999.99,-999999.99,0,0
3997,0.47,0,0.001695831,-999999.99,-999999.99,0,0
3998,0,0,0.003951656,-999999.99,-999999.99,0,0
3999,0,0,0.064612562,-999999.99,-999999.99,0,0
4000,0,0,0.050609623,-999999.99,-999999.99,0,0
4001,0,0,0.034772963,-999999.99,-999999.99,0,0
4002,0,0,0.031198004,-999999.99,-999999.99,0,0
4003,0,0,0.017969409,-999999.99,-999999.99,0,0
4004,0,0,0.026899884,-999999.99,-999999.99,0,0
4005,0,0,0.016668943,-999999.99,-999999.99,0,0
4006,0,0,0.017526907,-999999.99,-999999.99,0,0
4007,0,0,0.015158258,-999999.99,-999999.99,0,0
4008,0,0,0.015950296,-999999.99,-999999.99,0,0
4009,0,0,0.009528919,-999999.99,-999999.99,0,0
4010,0,0,0.010333232,-999999.99,-999999.99,0,0
4011,0,0,0.008757998,-999999.99,-999999.99,0,0
4012,0,0,0.007751509,-999999.99,-999999.99,0,0
4013,0,0,0.009713805,-999999.99,-999999.99,0,0
4014,0,0,0.011108094,-999999.99,-999999.99,0,0
4015,0,0,0.007880659,-999999.99,-999999.99,0,0
4016,0,0,0.013999614,-999999.99,-999999.99,0,0
4017,0.953,0,0.008609401,-999999.99,-999999.99,0,0
4018,0.127,0,0.01292282,-999999.99,-999999.99,0,0
4019,0.406,0,0.003310554,-999999.99,-999999.99,0,0
4020,0,0,0.002886044,-999999.99,-999999.99,0,0
4021,0,0,0.017137542,-999999.99,-999999.99,0,0
4022,0,0,0.006361192,-999999.99,-999999.99,0,0
4023,0,0,0.006779849,-999999.99,-999999.99,0,0
4024,0,0,0.008403208,-999999.99,-999999.99,0,0
4025,0,0,0.007312745,-999999.99,-999999.99,0,0
4026,0,0,0.00618821,-999999.99,-999999.99,0,0
4027,0,0,0.009237823,-999999.99,-999999.99,0,0
4028,0,0,0.006084518,-999999.99,-999999.99,0,0
4029,0,0,0.00127765,-999999.99,-999999.99,0,0
4030,0,0,0.005098774,-999999.99,-999999.99,0,0
4031,0,0,0.005061564,-999999.99,-999999.99,0,0
4032,0,0,0.003663962,-999999.99,-999999.99,0,0
4033,0,0,0.002122184,-999999.99,-999999.99,0,0
4034,0,0,0.009128644,-999999.99,-999999.99,0,0
4035,0,0,0.006742474,-999999.99,-999999.99,0,0
4036,0.292,0,0.008836051,-999999.99,-999999.99,0,0
4037,0,0,0.009035562,-999999.99,-999999.99,0,0
4038,0,0,0.009090991,-999999.99,-999999.99,0,0
4039,0,0,0.009063278,-999999.99,-999999.99,0,0
4040,0,0,0.009121131,-999999.99,-999999.99,0,0
4041,0.761,0,0.00402825,-999999.99,-999999.99,0,0
4042,0.051,0,0.05224045,-999999.99,-999999.99,0,0
4043,0,0,0.023532547,-999999.99,-999999.99,0,0
4044,0,0,0.012850849,-999999.99,-999999.99,0,0
4045,0,0,0.00992592,-999999.99,-999999.99,0,0
4046,0,0,0.002986746,-999999.99,-999999.99,0,0
4047,0,0,0.007676272,-999999.99,-999999.99,0,0
4048,0,0,0.002749549,-999999.99,-999999.99,0,0
4049,0,0,0.005067876,-999999.99,-999999.99,0,0
4050,0.343,0,0.007911035,-999999.99,-999999.99,0,0
4051,0.241,0,0.011190603,-999999.99,-999999.99,0,0
4052,0.114,0,0.008270508,-999999.99,-999999.99,0,0
4053,0,0,0.009816253,-999999.99,-999999.99,0,0
4054,0,0,0.007207864,-999999.99,-999999.99,0,0
4055,0,0,0.006693553,-999999.99,-999999.99,0,0
4056,0.229,0,0.007985577,-999999.99,-999999.99,0,0
4057,0.711,0,0.013770415,-999999.99,-999999.99,0,0
4058,0.774,0,0.017242971,-999999.99,-999999.99,0,0
4059,0,0,0.010101049,-999999.99,-999999.99,0,0
4060,0,0,0.010598815,-999999.99,-999999.99,0,0
4061,0,0,0.008374519,-999999.99,-999999.99,0,0
4062,0,0,0.002524426,-999999.99,-999999.99,0,0
4063,0.025,0,0.001996653,-999999.99,-999999.99,0,0
4064,0,0,0.008076355,-999999.99,-999999.99,0,0
4065,0.279,0,0.012194934,-999999.99,-999999.99,0,0
4066,0,0,0.099081767,-999999.99,-999999.99,0,0
4067,0,0,0.047645384,-999999.99,-999999.99,0,0
4068,0.051,0,0.030540292,-999999.99,-999999.99,0,0
4069,0,0,0.024727554,-999999.99,-999999.99,0,0
4070,0,0,0.021576058,-999999.99,-999999.99,0,0
4071,0,0,0.000286067,-999999.99,-999999.99,0,0
4072,0.025,0,0.008470389,-999999.99,-999999.99,0,0
4073,0,0,0.015918749,-999999.99,-999999.99,0,0
4074,0,0,0.007416511,-999999.99,-999999.99,0,0
4075,0,0,0.006287012,-999999.99,-999999.99,0,0
4076,0,0,-0.00118003,-999999.99,-999999.99,0,0
4077,0,0,0.010657353,-999999.99,-999999.99,0,0
4078,0,0,0.015481993,-999999.99,-999999.99,0,0
4079,0.114,0,0.002959342,-999999.99,-999999.99,0,0
4080,0.025,0,0.010347128,-999999.99,-999999.99,0,0
4081,0,0,0.008836169,-999999.99,-999999.99,0,0
4082,0,0,0.009290327,-999999.99,-999999.99,0,0
4083,0,0,0.047888826,-999999.99,-999999.99,0,0
4084,0,0,0.056427897,-999999.99,-999999.99,0,0
4085,0,0,0.033976388,-999999.99,-999999.99,0,0
4086,0,0,0.003630307,-999999.99,-999999.99,0,0
4087,0,0,-0.003060462,-999999.99,-999999.99,0,0
4088,0,0,0.114842036,-999999.99,-999999.99,0,0
4089,0,0,0.050281807,-999999.99,-999999.99,0,0
4090,0,0,0.033126403,-999999.99,-999999.99,0,0
4091,0,0,0.040810011,-999999.99,-999999.99,0,0
4092,0,0,0.01646512,-999999.99,-999999.99,0,0
4093,0,0,0.004835544,-999999.99,-999999.99,0,0
4094,0,0,0.006973239,-999999.99,-999999.99,0,0
4095,0,0,0.011562938,-999999.99,-999999.99,0,0
4096,0,0,0.104922195,-999999.99,-999999.99,0,0
4097,0,0,0.040085269,-999999.99,-999999.99,0,0
4098,0,0,0.036869588,-999999.99,-999999.99,0,0
4099,0,0,0.019181765,-999999.99,-999999.99,0,0
4100,0,0,0.013925534,-999999.99,-999999.99,0,0
4101,0,0,0.016315596,-999999.99,-999999.99,0,0
4102,0,0,0.010738724,-999999.99,-999999.99,0,0
4103,0,0,0.012247022,-999999.99,-999999.99,0,0
4104,0,0,0.038533872,-999999.99,-999999.99,0,0
4105,0,0,-0.00411629,-999999.99,-999999.99,0,0
4106,0,0,0.007738527,-999999.99,-999999.99,0,0
4107,0,0,0.008503329,-999999.99,-999999.99,0,0
4108,0,0,0.004242594,-999999.99,-999999.99,0,0
4109,0,0,0.016576815,-999999.99,-999999.99,0,0
4110,0,0,0.005965521,-999999.99,-999999.99,0,0
4111,0,0,0.00260405,-999999.99,-999999.99,0,0
4112,0,0,0.005808532,-999999.99,-999999.99,0,0
4113,0,0,0.007616499,-999999.99,-999999.99,0,0
4114,0,0,0.013979295,-999999.99,-999999.99,0,0
4115,0,0,0.011808987,-999999.99,-999999.99,0,0
4116,0,0,0.013341126,-999999.99,-999999.99,0,0
4117,0,0,-0.017783164,-999999.99,-999999.99,0,0
4118,0,0,0.012946101,-999999.99,-999999.99,0,0
4119,0,0,0.003245765,-999999.99,-999999.99,0,0
4120,0,0,0.012293625,-999999.99,-999999.99,0,0
4121,0,0,-0.002933868,-999999.99,-999999.99,0,0
4122,0,0,0.016536708,-999999.99,-999999.99,0,0
4123,0,0,0.006848144,-999999.99,-999999.99,0,0
4124,0,0,0.006221949,-999999.99,-999999.99,0,0
4125,0,0,0.007979551,-999999.99,-999999.99,0,0
4126,0,0,0.008335612,-999999.99,-999999.99,0,0
4127,0,0,0.014319952,-999999.99,-999999.99,0,0
4128,0,0,0.007015853,-999999.99,-999999.99,0,0
4129,0.292,0,0.005611038,-999999.99,-999999.99,0,0
4130,0,0,0.001808513,-999999.99,-999999.99,0,0
4131,0,0,0.006382501,-999999.99,-999999.99,0,0
4132,0,0,0.006838539,-999999.99,-999999.99,0,0
4133,0,0,0.007412724,-999999.99,-999999.99,0,0
4134,0,0,0.01178906,-999999.99,-999999.99,0,0
4135,0,0,-0.00133278,-999999.99,-999999.99,0,0
4136,0,0,0.010094148,-999999.99,-999999.99,0,0
4137,0,0,0.01311422,-999999.99,-999999.99,0,0
4138,0,0,0.008190899,-999999.99,-999999.99,0,0
4139,0,0,0.011928244,-999999.99,-999999.99,0,0
4140,0,0,0.002699357,-999999.99,-999999.99,0,0
4141,0,0,0.011868418,-999999.99,-999999.99,0,0
4142,0,0,0.011544742,-999999.99,-999999.99,0,0
4143,0,0,0.010026632,-999999.99,-999999.99,0,0
4144,0,0,0.007377577,-999999.99,-999999.99,0,0
4145,0,0,0.005580742,-999999.99,-999999.99,0,0
4146,0,0,0.013524284,-999999.99,-999999.99,0,0
4147,0,0,0.010557737,-999999.99,-999999.99,0,0
4148,0,0,0.006174248,-999999.99,-999999.99,0,0
4149,0,0,0.005876617,-999999.99,-999999.99,0,0
4150,0,0,0.003343045,-999999.99,-999999.99,0,0
4151,0,0,0.009319642,-999999.99,-999999.99,0,0
4152,0,0,-0.003166646,-999999.99,-999999.99,0,0
4153,0,0,0.003092245,-999999.99,-999999.99,0,0
4154,0,0,0.011284531,-999999.99,-999999.99,0,0
4155,0,0,0.013653197,-999999.99,-999999.99,0,0
4156,0,0,0.014450974,-999999.99,-999999.99,0,0
4157,0,0,0.00495606,-999999.99,-999999.99,0,0
4158,0,0,0.007753954,-999999.99,-999999.99,0,0
4159,0,0,-0.001199816,-999999.99,-999999.99,0,0
4160,0,0,0.010028827,-999999.99,-999999.99,0,0
4161,0,0,0.010171534,-999999.99,-999999.99,0,0
4162,0.19,0,0.011393006,-999999.99,-999999.99,0,0
4163,0.559,0,-0.004070814,-999999.99,-999999.99,0,0
4164,0,0,-0.000601187,-999999.99,-999999.99,0,0
4165,0,0,-0.000104708,-999999.99,-999999.99,0,0
4166,0,0,0.004808048,-999999.99,-999999.99,0,0
4167,0,0,0.009931707,-999999.99,-999999.99,0,0
4168,0,0,0.014198593,-999999.99,-999999.99,0,0
4169,0,0,0.007744349,-999999.99,-999999.99,0,0
4170,0,0,0.008306176,-999999.99,-999999.99,0,0
4171,0,0,0.00958969,-999999.99,-999999.99,0,0
4172,0,0,0.004699533,-999999.99,-999999.99,0,0
4173,0,0,0.039545551,-999999.99,-999999.99,0,0
4174,0,0,0.029117394,-999999.99,-999999.99,0,0
4175,0,0,0.053503546,-999999.99,-999999.99,0,0
4176,0,0,0.016337814,-999999.99,-999999.99,0,0
4177,0,0,-0.001489295,-999999.99,-999999.99,0,0
4178,0,0,0.01177549,-999999.99,-999999.99,0,0
4179,0,0,0.015284715,-999999.99,-999999.99,0,0
4180,0,0,0.002465797,-999999.99,-999999.99,0,0
4181,0,0,0.006116058,-999999.99,-999999.99,0,0
4182,0,0,0.008253854,-999999.99,-999999.99,0,0
4183,0,0,0.007697921,-999999.99,-999999.99,0,0
4184,0,0,0.016426563,-999999.99,-999999.99,0,0
4185,0,0,0.013684164,-999999.99,-999999.99,0,0
4186,0,0,0.010929631,-999999.99,-999999.99,0,0
4187,0,0,0.008957121,-999999.99,-999999.99,0,0
4188,0,0,-0.000939727,-999999.99,-999999.99,0,0
4189,0.05,0,0.034912099,-999999.99,-999999.99,0,0
4190,0,0,0.018133015,-999999.99,-999999.99,0,0
4191,0,0,0.01880664,-999999.99,-999999.99,0,0
4192,0,0,0.005596725,-999999.99,-999999.99,0,0
4193,0,0,0.00861177,-999999.99,-999999.99,0,0
4194,0,0,0.070334627,-999999.99,-999999.99,0,0
4195,0,0,0.042745175,-999999.99,-999999.99,0,0
4196,0,0,0.024868015,-999999.99,-999999.99,0,0
4197,0,0,0.010354408,-999999.99,-999999.99,0,0
4198,0,0,0.010010045,-999999.99,-999999.99,0,0
4199,0,0,0.025996319,-999999.99,-999999.99,0,0
4200,0,0,0.002357769,-999999.99,-999999.99,0,0
4201,0,0,0.011017076,-999999.99,-999999.99,0,0
4202,0,0,0.009832064,-999999.99,-999999.99,0,0
4203,0,0,0.236914573,-999999.99,-999999.99,0,0
4204,0,0,0.100158548,-999999.99,-999999.99,0,0
4205,0,0,0.089442719,-999999.99,-999999.99,0,0
4206,0,0,0.079454041,-999999.99,-999999.99,0,0
4207,0,0,0.048527619,-999999.99,-999999.99,0,0
4208,0,0,0.047141728,-999999.99,-999999.99,0,0
4209,0,0,0.032405252,-999999.99,-999999.99,0,0
4210,0,0,0.03648145,-999999.99,-999999.99,0,0
4211,0,0,0.03052421,-999999.99,-999999.99,0,0
4212,0,0,0.03324172,-999999.99,-999999.99,0,0
4213,0.203,0,0.032171683,-999999.99,-999999.99,0,0
4214,0,0,0.042994548,-999999.99,-999999.99,0,0
4215,0,0,0.039811091,-999999.99,-999999.99,0,0
4216,0,0,0.033157606,-999999.99,-999999.99,0,0
4217,0,0,0.032850607,-999999.99,-999999.99,0,0
4218,1.016,0,0.087799975,-999999.99,-999999.99,0,0
4219,0,0,0.027731974,-999999.99,-999999.99,0,0
4220,0.914,0,0.013501924,-999999.99,-999999.99,0,0
4221,0,0,0.024586949,-999999.99,-999999.99,0,0
4222,0,0,0.024283692,-999999.99,-999999.99,0,0
4223,0.711,0,0.027279093,-999999.99,-999999.99,0,0
4224,0,0,0.001186495,-999999.99,-999999.99,0,0
4225,0.076,0,0.126920185,-999999.99,-999999.99,0,0
4226,0.025,0,0.117711942,-999999.99,-999999.99,0,0
4227,0.051,0,0.224508851,-999999.99,-999999.99,0,0
4228,0,0,0.281097082,-999999.99,-999999.99,0,0
4229,0,0,0.195691732,-999999.99,-999999.99,0,0
4230,0.025,0,0.196177869,-999999.99,-999999.99,0,0
4231,0,0,0.152935612,-999999.99,-999999.99,0,0
4232,0,0,0.124162405,-999999.99,-999999.99,0,0
4233,0,0,0.241047143,-999999.99,-999999.99,0,0
4234,0.025,0,0.207416155,-999999.99,-999999.99,0,0
4235,0.229,0,0.168560526,-999999.99,-999999.99,0,0
4236,0.178,0,0.280168091,-999999.99,-999999.99,0,0
4237,0,0,0.166902123,-999999.99,-999999.99,0,0
4238,0,0,0.166451544,-999999.99,-999999.99,0,0
4239,1.842,0,0.279176579,-999999.99,-999999.99,0,0
4240,0,0,0.271479217,-999999.99,-999999.99,0,0
4241,1.232,0,0.263201035,-999999.99,-999999.99,0,0
4242,0,0,0.269506202,-999999.99,-999999.99,0,0
4243,0.064,0,0.196520105,-999999.99,-999999.99,0,0
4244,0.051,0,0.219688,-999999.99,-999999.99,0,0
4245,0.33,0,0.165493135,-999999.99,-999999.99,0,0
4246,0,0,0.286149052,-999999.99,-999999.99,0,0
4247,0,0,0.322339372,-999999.99,-999999.99,0,0
4248,0,0,0.23934557,-999999.99,-999999.99,0,0
4249,0.876,0,0.229759252,-999999.99,-999999.99,0,0
4250,0.318,0,0.226808865,-999999.99,-999999.99,0,0
4251,0,0,0.242491735,-999999.99,-999999.99,0,0
4252,0,0,0.270393222,-999999.99,-999999.99,0,0
4253,0,0,0.215107738,-999999.99,-999999.99,0,0
4254,0,0,0.213359667,-999999.99,-999999.99,0,0
4255,0,0,0.247823159,-999999.99,-999999.99,0,0
4256,0,0,0.257076098,-999999.99,-999999.99,0,0
4257,0,0,0.237817119,-999999.99,-999999.99,0,0
4258,0,0,0.214903936,-999999.99,-999999.99,0,0
4259,0.025,0,0.177315475,-999999.99,-999999.99,0,0
4260,0.229,0,0.207812228,-999999.99,-999999.99,0,0
4261,0.051,0,0.171422342,-999999.99,-999999.99,0,0
4262,0,0,0.151945845,-999999.99,-999999.99,0,0
4263,0.102,0,0.191682377,-999999.99,-999999.99,0,0
4264,0,0,0.201195045,-999999.99,-999999.99,0,0
4265,0.025,0,0.243878277,-999999.99,-999999.99,0,0
4266,0,0,0.294295758,-999999.99,-999999.99,0,0
4267,0,0,0.175380335,-999999.99,-999999.99,0,0
4268,0,0,0.267308101,-999999.99,-999999.99,0,0
4269,0,0,0.202790945,-999999.99,-999999.99,0,0
4270,0,0,0.188624068,-999999.99,-999999.99,0,0
4271,0,0,0.254689038,-999999.99,-999999.99,0,0
4272,0,0,0.224749007,-999999.99,-999999.99,0,0
4273,0,0,0.22797574,-999999.99,-999999.99,0,0
4274,0,0,0.242191571,-999999.99,-999999.99,0,0
4275,0,0,0.242959016,-999999.99,-999999.99,0,0
4276,0,0,0.224087175,-999999.99,-999999.99,0,0
4277,0.051,0,0.204160976,-999999.99,-999999.99,0,0
4278,0,0,0.218334071,-999999.99,-999999.99,0,0
4279,0.495,0,0.208471687,-999999.99,-999999.99,0,0
4280,0,0,0.135423529,-999999.99,-999999.99,0,0
4281,0,0,0.15330501,-999999.99,-999999.99,0,0
4282,0,0,0.121745695,-999999.99,-999999.99,0,0
4283,0,0,0.104025073,-999999.99,-999999.99,0,0
4284,0,0,0.131772828,-999999.99,-999999.99,0,0
4285,0,0,0.12050358,-999999.99,-999999.99,0,0
4286,0,0,0.154778994,-999999.99,-999999.99,0,0
4287,0,0,0.1302285,-999999.99,-999999.99,0,0
4288,0,0,0.110883232,-999999.99,-999999.99,0,0
4289,0,0,0.104336637,-999999.99,-999999.99,0,0
4290,0,0,0.102829358,-999999.99,-999999.99,0,0
4291,0,0,0.086870472,-999999.99,-999999.99,0,0
4292,0,0,0.08714859,-999999.99,-999999.99,0,0
4293,0,0,0.088736219,-999999.99,-999999.99,0,0
4294,0,0,0.070969202,-999999.99,-999999.99,0,0
4295,0,0,0.062422044,-999999.99,-999999.99,0,0
4296,0,0,0.132590713,-999999.99,-999999.99,0,0
4297,0,0,0.12467446,-999999.99,-999999.99,0,0
4298,0,0,0.082190807,-999999.99,-999999.99,0,0
4299,0,0,0.166014777,-999999.99,-999999.99,0,0
4300,0,0,0.161725174,-999999.99,-999999.99,0,0
4301,0,0,0.119111214,-999999.99,-999999.99,0,0
4302,0,0,0.107325924,-999999.99,-999999.99,0,0
4303,0,0,0.113365255,-999999.99,-999999.99,0,0
4304,0,0,0.064823765,-999999.99,-999999.99,0,0
4305,0,0,0.061733637,-999999.99,-999999.99,0,0
4306,0,0,0.070474518,-999999.99,-999999.99,0,0
4307,0,0,0.058145599,-999999.99,-999999.99,0,0
4308,0,0,0.099304163,-999999.99,-999999.99,0,0
4309,0,0,0.066915288,-999999.99,-999999.99,0,0
4310,0,0,0.068393075,-999999.99,-999999.99,0,0
4311,0,0,0.06635006,-999999.99,-999999.99,0,0
4312,0,0,0.050862738,-999999.99,-999999.99,0,0
4313,0,0,0.048446471,-999999.99,-999999.99,0,0
4314,0,0,0.111412155,-999999.99,-999999.99,0,0
4315,0,0,0.09912572,-999999.99,-999999.99,0,0
4316,0,0,0.073408698,-999999.99,-999999.99,0,0
4317,0,0,0.056488808,-999999.99,-999999.99,0,0
4318,0,0,0.053500281,-999999.99,-999999.99,0,0
4319,0,0,0.033025413,-999999.99,-999999.99,0,0
4320,0,0,0.045255804,-999999.99,-999999.99,0,0
4321,0,0,0.044500057,-999999.99,-999999.99,0,0
4322,0,0,0.053340071,-999999.99,-999999.99,0,0
4323,0,0,0.035073367,-999999.99,-999999.99,0,0
4324,0,0,0.038463738,-999999.99,-999999.99,0,0
4325,0,0,0.041455073,-999999.99,-999999.99,0,0
4326,0,0,0.033207192,-999999.99,-999999.99,0,0
4327,0,0,0.033147845,-999999.99,-999999.99,0,0
4328,0,0,0.035077974,-999999.99,-999999.99,0,0
4329,0,0,0.033936242,-999999.99,-999999.99,0,0
4330,0,0,0.032104276,-999999.99,-999999.99,0,0
4331,0,0,0.021704522,-999999.99,-999999.99,0,0
4332,0,0,0.029120185,-999999.99,-999999.99,0,0
4333,0,0,0.028076667,-999999.99,-999999.99,0,0
4334,0,0,0.021710248,-999999.99,-999999.99,0,0
4335,0,0,0.018272204,-999999.99,-999999.99,0,0
4336,0,0,0.021790871,-999999.99,-999999.99,0,0
4337,0,0,0.024000941,-999999.99,-999999.99,0,0
4338,0,0,0.024688616,-999999.99,-999999.99,0,0
4339,0,0,0.019400741,-999999.99,-999999.99,0,0
4340,0,0,0.018900419,-999999.99,-999999.99,0,0
4341,0,0,0.014696254,-999999.99,-999999.99,0,0
4342,0,0,0.015676495,-999999.99,-999999.99,0,0
4343,0,0,0.020437862,-999999.99,-999999.99,0,0
4344,0,0,0.021743318,-999999.99,-999999.99,0,0
4345,0,0,0.01775842,-999999.99,-999999.99,0,0
4346,0,0,0.009875784,-999999.99,-999999.99,0,0
4347,0,0,0.002169599,-999999.99,-999999.99,0,0
4348,0,0,0.012061076,-999999.99,-999999.99,0,0
4349,0,0,0.009908077,-999999.99,-999999.99,0,0
4350,0,0,0.003106314,-999999.99,-999999.99,0,0
4351,0,0,0.009944163,-999999.99,-999999.99,0,0
4352,0,0,0.010325958,-999999.99,-999999.99,0,0
4353,0,0,0.006936115,-999999.99,-999999.99,0,0
4354,0,0,0.007193999,-999999.99,-999999.99,0,0
4355,0,0,0.007107151,-999999.99,-999999.99,0,0
4356,0,0,0.008189474,-999999.99,-999999.99,0,0
4357,0,0,0.010684714,-999999.99,-999999.99,0,0
4358,0,0,0.008553003,-999999.99,-999999.99,0,0
4359,0,0,-0.000967155,-999999.99,-999999.99,0,0
4360,0,0,0.00359038,-999999.99,-999999.99,0,0
4361,0,0,0.014301654,-999999.99,-999999.99,0,0
4362,0.47,0,0.009910532,-999999.99,-999999.99,0,0
4363,0,0,0.009171559,-999999.99,-999999.99,0,0
4364,0,0,0.009515099,-999999.99,-999999.99,0,0
4365,0,0,0.012308969,-999999.99,-999999.99,0,0
4366,0,0,0.009130732,-999999.99,-999999.99,0,0
4367,0,0,0.010138711,-999999.99,-999999.99,0,0
4368,0,0,-0.00141527,-999999.99,-999999.99,0,0
4369,0,0,0.00696226,-999999.99,-999999.99,0,0
4370,0,0,0.015376686,-999999.99,-999999.99,0,0
4371,0,0,0.011392958,-999999.99,-999999.99,0,0
4372,0,0,0.007492284,-999999.99,-999999.99,0,0
4373,0,0,0.005449954,-999999.99,-999999.99,0,0
4374,0,0,0.026493075,-999999.99,-999999.99,0,0
4375,0,0,0.004038779,-999999.99,-999999.99,0,0
4376,0,0,0.009395363,-999999.99,-999999.99,0,0
4377,0,0,0.007609034,-999999.99,-999999.99,0,0
4378,0,0,0.006366766,-999999.99,-999999.99,0,0
4379,0,0,0.029802882,-999999.99,-999999.99,0,0
4380,0,0,0.043141353,-999999.99,-999999.99,0,0
4381,0,0,0.045570955,-999999.99,-999999.99,0,0
4382,0.953,0,0.037096252,-999999.99,-999999.99,0,0
4383,0.127,0,0.023616065,-999999.99,-999999.99,0,0
4384,0.406,0,0.020099248,-999999.99,-999999.99,0,0
4385,0,0,0.021305533,-999999.99,-999999.99,0,0
4386,0,0,0.018900272,-999999.99,-999999.99,0,0
4387,0,0,0.010066987,-999999.99,-999999.99,0,0
4388,0,0,0.048655359,-999999.99,-999999.99,0,0
4389,0,0,0.026821631,-999999.99,-999999.99,0,0
4390,0,0,0.028603158,-999999.99,-999999.99,0,0
4391,0,0,0.016333331,-999999.99,-999999.99,0,0
4392,0,0,0.017635777,-999999.99,-999999.99,0,0
4393,0,0,0.10792282,-999999.99,-999999.99,0,0
4394,0,0,0.055718445,-999999.99,-999999.99,0,0
4395,0,0,0.041883335,-999999.99,-999999.99,0,0
4396,0,0,0.027096759,-999999.99,-999999.99,0,0
4397,0,0,0.024562324,-999999.99,-999999.99,0,0
4398,0,0,0.018634202,-999999.99,-999999.99,0,0
4399,0,0,0.014916933,-999999.99,-999999.99,0,0
4400,0,0,0.010952668,-999999.99,-999999.99,0,0
4401,0.292,0,0.070227535,-999999.99,-999999.99,0,0
4402,0,0,0.099815028,-999999.99,-999999.99,0,0
4403,0,0,0.058900862,-999999.99,-999999.99,0,0
4404,0,0,0.036927554,-999999.99,-999999.99,0,0
4405,0,0,0.083494145,-999999.99,-999999.99,0,0
4406,0.761,0,0.085550748,-999999.99,-999999.99,0,0
4407,0.051,0,0.080958969,-999999.99,-999999.99,0,0
4408,0,0,0.077786617,-999999.99,-999999.99,0,0
4409,0,0,0.054942586,-999999.99,-999999.99,0,0
4410,0,0,0.05133196,-999999.99,-999999.99,0,0
4411,0,0,0.043497816,-999999.99,-999999.99,0,0
4412,0,0,0.050323625,-999999.99,-999999.99,0,0
4413,0,0,0.064147413,-999999.99,-999999.99,0,0
4414,0,0,0.060145188,-999999.99,-999999.99,0,0
4415,0.343,0,0.052034303,-999999.99,-999999.99,0,0
4416,0.241,0,0.05174903,-999999.99,-999999.99,0,0
4417,0.114,0,0.035086496,-999999.99,-999999.99,0,0
4418,0,0,0.032626596,-999999.99,-999999.99,0,0
4419,0,0,0.025982202,-999999.99,-999999.99,0,0
4420,0,0,0.026013477,-999999.99,-999999.99,0,0
4421,0.229,0,0.019812933,-999999.99,-999999.99,0,0
4422,0.711,0,0.026160985,-999999.99,-999999.99,0,0
4423,0.774,0,0.023247076,-999999.99,-999999.99,0,0
4424,0,0,0.0142231,-999999.99,-999999.99,0,0
4425,0,0,0.025995582,-999999.99,-999999.99,0,0
4426,0,0,0.081456635,-999999.99,-999999.99,0,0
4427,0,0,0.070739148,-999999.99,-999999.99,0,0
4428,0.025,0,0.072220939,-999999.99,-999999.99,0,0
4429,0,0,0.042161497,-999999.99,-999999.99,0,0
4430,0.279,0,0.027590833,-999999.99,-999999.99,0,0
4431,0,0,0.024422136,-999999.99,-999999.99,0,0
4432,0,0,0.026532266,-999999.99,-999999.99,0,0
4433,0.051,0,0.088830414,-999999.99,-999999.99,0,0
4434,0,0,0.046801806,-999999.99,-999999.99,0,0
4435,0,0,0.031075642,-999999.99,-999999.99,0,0
4436,0,0,0.028431609,-999999.99,-999999.99,0,0
4437,0.025,0,0.02607076,-999999.99,-999999.99,0,0
4438,0,0,0.030166267,-999999.99,-999999.99,0,0
4439,0,0,0.027717437,-999999.99,-999999.99,0,0
4440,0,0,0.037963671,-999999.99,-999999.99,0,0
4441,0,0,0.023916966,-999999.99,-999999.99,0,0
4442,0,0,0.024289751,-999999.99,-999999.99,0,0
4443,0,0,0.021588585,-999999.99,-999999.99,0,0
4444,0.114,0,0.026637138,-999999.99,-999999.99,0,0
4445,0.025,0,0.020440253,-999999.99,-999999.99,0,0
4446,0,0,0.019542693,-999999.99,-999999.99,0,0
4447,0,0,0.029454618,-999999.99,-999999.99,0,0
4448,0,0,0.028221943,-999999.99,-999999.99,0,0
4449,0,0,0.035213878,-999999.99,-999999.99,0,0
4450,0,0,0.03368193,-999999.99,-999999.99,0,0
4451,0,0,0.035510332,-999999.99,-999999.99,0,0
4452,0,0,0.031910983,-999999.99,-999999.99,0,0
4453,0,0,0.027590113,-999999.99,-999999.99,0,0
4454,0,0,0.03530771,-999999.99,-999999.99,0,0
4455,0,0,0.033506546,-999999.99,-999999.99,0,0
