t (d),Precipitation (cm/d),Irrigation (cm/d),ET0 (cm/d),top_BC (cm),bot_BC (cm),Contaminated_water_flux (cm/d),PFAS_mass_flux (mg/d/cm^2)
1824,0,0,0.027038929,-999999.99,-999999.99,0,0
1825,0,0,0.065347825,-999999.99,-999999.99,0,0
1826,0,0,0.044298225,-999999.99,-999999.99,0,0
1827,0.953,0,0.034081874,-999999.99,-999999.99,0,0
1828,0.127,0,0.026749057,-999999.99,-999999.99,0,0
1829,0.406,0,0.025163243,-999999.99,-999999.99,0,0
1830,0,0,0.024291827,-999999.99,-999999.99,0,0
1831,0,0,0.020661334,-999999.99,-999999.99,0,0
1832,0,0,0.023791739,-999999.99,-999999.99,0,0
1833,0,0,0.024953057,-999999.99,-999999.99,0,0
1834,0,0,0.021017932,-999999.99,-999999.99,0,0
1835,0,0,0.017840139,-999999.99,-999999.99,0,0
1836,0,0,0.014006743,-999999.99,-999999.99,0,0
1837,0,0,0.019456951,-999999.99,-999999.99,0,0
1838,0,0,0.017199034,-999999.99,-999999.99,0,0
1839,0,0,0.020641001,-999999.99,-999999.99,0,0
1840,0,0,0.006791554,-999999.99,-999999.99,0,0
1841,0,0,0.023002844,-999999.99,-999999.99,0,0
1842,0,0,0.014543896,-999999.99,-999999.99,0,0
1843,0,0,0.012292266,-999999.99,-999999.99,0,0
1844,0,0,0.018721513,-999999.99,-999999.99,0,0
1845,0,0,0.039395729,-999999.99,-999999.99,0,0
1846,0.292,0,0.123611255,-999999.99,-999999.99,0,0
1847,0,0,0.132354428,-999999.99,-999999.99,0,0
1848,0,0,0.079372844,-999999.99,-999999.99,0,0
1849,0,0,0.105596294,-999999.99,-999999.99,0,0
1850,0,0,0.085596519,-999999.99,-999999.99,0,0
1851,0.761,0,0.084076857,-999999.99,-999999.99,0,0
1852,0.051,0,0.057229083,-999999.99,-999999.99,0,0
1853,0,0,0.076827434,-999999.99,-999999.99,0,0
1854,0,0,0.076451033,-999999.99,-999999.99,0,0
1855,0,0,0.074520666,-999999.99,-999999.99,0,0
1856,0,0,0.075372446,-999999.99,-999999.99,0,0
1857,0,0,0.067113713,-999999.99,-999999.99,0,0
1858,0,0,0.053601455,-999999.99,-999999.99,0,0
1859,0,0,0.069359849,-999999.99,-999999.99,0,0
1860,0.343,0,0.082687598,-999999.99,-999999.99,0,0
1861,0.241,0,0.112722999,-999999.99,-999999.99,0,0
1862,0.114,0,0.093229734,-999999.99,-999999.99,0,0
1863,0,0,0.10770786,-999999.99,-999999.99,0,0
1864,0,0,0.084078699,-999999.99,-999999.99,0,0
1865,0,0,0.110522598,-999999.99,-999999.99,0,0
1866,0.229,0,0.078192294,-999999.99,-999999.99,0,0
1867,0.711,0,0.072375797,-999999.99,-999999.99,0,0
1868,0.774,0,0.131033558,-999999.99,-999999.99,0,0
1869,0,0,0.084263649,-999999.99,-999999.99,0,0
1870,0,0,0.086924208,-999999.99,-999999.99,0,0
1871,0,0,0.073106327,-999999.99,-999999.99,0,0
1872,0,0,0.058404734,-999999.99,-999999.99,0,0
1873,0.025,0,0.062873465,-999999.99,-999999.99,0,0
1874,0,0,0.048202827,-999999.99,-999999.99,0,0
1875,0.279,0,0.05550833,-999999.99,-999999.99,0,0
1876,0,0,0.052365115,-999999.99,-999999.99,0,0
1877,0,0,0.066558857,-999999.99,-999999.99,0,0
1878,0.051,0,0.091592476,-999999.99,-999999.99,0,0
1879,0,0,0.09482382,-999999.99,-999999.99,0,0
1880,0,0,0.11157687,-999999.99,-999999.99,0,0
1881,0,0,0.0869432,-999999.99,-999999.99,0,0
1882,0.025,0,0.072271256,-999999.99,-999999.99,0,0
1883,0,0,0.064077247,-999999.99,-999999.99,0,0
1884,0,0,0.047355981,-999999.99,-999999.99,0,0
1885,0,0,0.103208442,-999999.99,-999999.99,0,0
1886,0,0,0.121219522,-999999.99,-999999.99,0,0
1887,0,0,0.098044964,-999999.99,-999999.99,0,0
1888,0,0,0.085797862,-999999.99,-999999.99,0,0
1889,0.114,0,0.08028035,-999999.99,-999999.99,0,0
1890,0.025,0,0.066811801,-999999.99,-999999.99,0,0
1891,0,0,0.093980111,-999999.99,-999999.99,0,0
1892,0,0,0.162872764,-999999.99,-999999.99,0,0
1893,0,0,0.098257423,-999999.99,-999999.99,0,0
1894,0,0,0.175406258,-999999.99,-999999.99,0,0
1895,0,0,0.162662498,-999999.99,-999999.99,0,0
1896,0,0,0.151760826,-999999.99,-999999.99,0,0
1897,0,0,0.097364199,-999999.99,-999999.99,0,0
1898,0,0,0.091851634,-999999.99,-999999.99,0,0
1899,0,0,0.078088192,-999999.99,-999999.99,0,0
1900,0,0,0.065994563,-999999.99,-999999.99,0,0
1901,0,0,0.067404641,-999999.99,-999999.99,0,0
1902,0,0,0.073719421,-999999.99,-999999.99,0,0
1903,0,0,0.0710335,-999999.99,-999999.99,0,0
1904,0,0,0.050594507,-999999.99,-999999.99,0,0
1905,0,0,0.054763422,-999999.99,-999999.99,0,0
1906,0,0,0.076092411,-999999.99,-999999.99,0,0
1907,0,0,0.068868594,-999999.99,-999999.99,0,0
1908,0,0,0.055666733,-999999.99,-999999.99,0,0
1909,0,0,0.115933029,-999999.99,-999999.99,0,0
1910,0,0,0.095794755,-999999.99,-999999.99,0,0
1911,0,0,0.07760771,-999999.99,-999999.99,0,0
1912,0,0,0.061419484,-999999.99,-999999.99,0,0
1913,0,0,0.069484263,-999999.99,-999999.99,0,0
1914,0,0,0.086831001,-999999.99,-999999.99,0,0
1915,0,0,0.094731732,-999999.99,-999999.99,0,0
1916,0,0,0.077494999,-999999.99,-999999.99,0,0
1917,0,0,0.051761511,-999999.99,-999999.99,0,0
1918,0,0,0.128417075,-999999.99,-999999.99,0,0
1919,0,0,0.097003891,-999999.99,-999999.99,0,0
1920,0,0,0.102436183,-999999.99,-999999.99,0,0
1921,0,0,0.098878286,-999999.99,-999999.99,0,0
1922,0,0,0.076799575,-999999.99,-999999.99,0,0
1923,0,0,0.08813994,-999999.99,-999999.99,0,0
1924,0,0,0.100032448,-999999.99,-999999.99,0,0
1925,0,0,0.118747493,-999999.99,-999999.99,0,0
1926,0,0,0.108517779,-999999.99,-999999.99,0,0
1927,0,0,0.113787491,-999999.99,-999999.99,0,0
1928,0,0,0.124217586,-999999.99,-999999.99,0,0
1929,0,0,0.111259081,-999999.99,-999999.99,0,0
1930,0,0,0.119616455,-999999.99,-999999.99,0,0
1931,0,0,0.122255966,-999999.99,-999999.99,0,0
1932,0,0,0.085310736,-999999.99,-999999.99,0,0
1933,0,0,0.116841734,-999999.99,-999999.99,0,0
1934,0,0,0.096112648,-999999.99,-999999.99,0,0
1935,0,0,0.054473061,-999999.99,-999999.99,0,0
1936,0,0,0.092308067,-999999.99,-999999.99,0,0
1937,0,0,0.101185214,-999999.99,-999999.99,0,0
1938,0,0,0.091987988,-999999.99,-999999.99,0,0
1939,0.292,0,0.168118236,-999999.99,-999999.99,0,0
1940,0,0,0.160102042,-999999.99,-999999.99,0,0
1941,0,0,0.185640771,-999999.99,-999999.99,0,0
1942,0,0,0.16366119,-999999.99,-999999.99,0,0
1943,0,0,0.167606554,-999999.99,-999999.99,0,0
1944,0,0,0.165965931,-999999.99,-999999.99,0,0
1945,0,0,0.112556988,-999999.99,-999999.99,0,0
1946,0,0,0.067087351,-999999.99,-999999.99,0,0
1947,0,0,0.078084067,-999999.99,-999999.99,0,0
1948,0,0,0.097246916,-999999.99,-999999.99,0,0
1949,0,0,0.131814504,-999999.99,-999999.99,0,0
1950,0,0,0.153127044,-999999.99,-999999.99,0,0
1951,0,0,0.160629993,-999999.99,-999999.99,0,0
1952,0,0,0.134448657,-999999.99,-999999.99,0,0
1953,0,0,0.13640442,-999999.99,-999999.99,0,0
1954,0,0,0.118825383,-999999.99,-999999.99,0,0
1955,0,0,0.126590116,-999999.99,-999999.99,0,0
1956,0,0,0.116568435,-999999.99,-999999.99,0,0
1957,0,0,0.098668204,-999999.99,-999999.99,0,0
1958,0,0,0.087716946,-999999.99,-999999.99,0,0
1959,0,0,0.086653019,-999999.99,-999999.99,0,0
1960,0,0,0.094043856,-999999.99,-999999.99,0,0
1961,0,0,0.093067976,-999999.99,-999999.99,0,0
1962,0,0,0.088951557,-999999.99,-999999.99,0,0
1963,0,0,0.084348199,-999999.99,-999999.99,0,0
1964,0,0,0.090215758,-999999.99,-999999.99,0,0
1965,0,0,0.082464578,-999999.99,-999999.99,0,0
1966,0,0,0.099671644,-999999.99,-999999.99,0,0
1967,0,0,0.08869259,-999999.99,-999999.99,0,0
1968,0,0,0.090077305,-999999.99,-999999.99,0,0
1969,0,0,0.061610849,-999999.99,-999999.99,0,0
1970,0,0,0.071830338,-999999.99,-999999.99,0,0
1971,0,0,0.07516962,-999999.99,-999999.99,0,0
1972,0.19,0,0.08310578,-999999.99,-999999.99,0,0
1973,0.559,0,0.085422501,-999999.99,-999999.99,0,0
1974,0,0,0.061798094,-999999.99,-999999.99,0,0
1975,0,0,0.078032118,-999999.99,-999999.99,0,0
1976,0,0,0.077116646,-999999.99,-999999.99,0,0
1977,0,0,0.067476506,-999999.99,-999999.99,0,0
1978,0,0,0.074412996,-999999.99,-999999.99,0,0
1979,0,0,0.073352464,-999999.99,-999999.99,0,0
1980,0,0,0.05302827,-999999.99,-999999.99,0,0
1981,0,0,0.062651624,-999999.99,-999999.99,0,0
1982,0,0,0.069112689,-999999.99,-999999.99,0,0
1983,0,0,0.060406792,-999999.99,-999999.99,0,0
1984,0,0,0.072919906,-999999.99,-999999.99,0,0
1985,0,0,0.047166458,-999999.99,-999999.99,0,0
1986,0,0,0.051461824,-999999.99,-999999.99,0,0
1987,0,0,0.047509544,-999999.99,-999999.99,0,0
1988,0,0,0.02355095,-999999.99,-999999.99,0,0
1989,0,0,0.032908073,-999999.99,-999999.99,0,0
1990,0,0,0.043280761,-999999.99,-999999.99,0,0
1991,0,0,0.043381993,-999999.99,-999999.99,0,0
1992,0,0,0.041717892,-999999.99,-999999.99,0,0
1993,0,0,0.049056133,-999999.99,-999999.99,0,0
1994,0,0,0.043384551,-999999.99,-999999.99,0,0
1995,0,0,0.05672611,-999999.99,-999999.99,0,0
1996,0,0,0.035970002,-999999.99,-999999.99,0,0
1997,0,0,0.037099016,-999999.99,-999999.99,0,0
1998,0,0,0.026323012,-999999.99,-999999.99,0,0
1999,0.05,0,0.031143736,-999999.99,-999999.99,0,0
2000,0,0,0.027171337,-999999.99,-999999.99,0,0
2001,0,0,0.051039412,-999999.99,-999999.99,0,0
2002,0,0,0.050225363,-999999.99,-999999.99,0,0
2003,0,0,0.042182645,-999999.99,-999999.99,0,0
2004,0,0,0.037644907,-999999.99,-999999.99,0,0
2005,0,0,0.044606992,-999999.99,-999999.99,0,0
2006,0,0,0.039538358,-999999.99,-999999.99,0,0
2007,0,0,0.043422344,-999999.99,-999999.99,0,0
2008,0,0,0.041405716,-999999.99,-999999.99,0,0
2009,0,0,0.079913346,-999999.99,-999999.99,0,0
2010,0,0,0.089264793,-999999.99,-999999.99,0,0
2011,0,0,0.046267022,-999999.99,-999999.99,0,0
2012,0,0,0.033702308,-999999.99,-999999.99,0,0
2013,0,0,0.030928716,-999999.99,-999999.99,0,0
2014,0,0,0.038370323,-999999.99,-999999.99,0,0
2015,0,0,0.056752312,-999999.99,-999999.99,0,0
2016,0,0,0.029874015,-999999.99,-999999.99,0,0
2017,0,0,0.094501363,-999999.99,-999999.99,0,0
2018,0,0,0.170137037,-999999.99,-999999.99,0,0
2019,0,0,0.220124103,-999999.99,-999999.99,0,0
2020,0,0,0.139403208,-999999.99,-999999.99,0,0
2021,0,0,0.207501461,-999999.99,-999999.99,0,0
2022,0,0,0.179348204,-999999.99,-999999.99,0,0
2023,0.203,0,0.115552061,-999999.99,-999999.99,0,0
2024,0,0,0.085668898,-999999.99,-999999.99,0,0
2025,0,0,0.309113635,-999999.99,-999999.99,0,0
2026,0,0,0.227011904,-999999.99,-999999.99,0,0
2027,0,0,0.382176232,-999999.99,-999999.99,0,0
2028,1.016,0,0.184895942,-999999.99,-999999.99,0,0
2029,0,0,0.17830182,-999999.99,-999999.99,0,0
2030,0.914,0,0.115620927,-999999.99,-999999.99,0,0
2031,0,0,0.105079319,-999999.99,-999999.99,0,0
2032,0,0,0.19147596,-999999.99,-999999.99,0,0
2033,0.711,0,0.228145302,-999999.99,-999999.99,0,0
2034,0,0,0.150605459,-999999.99,-999999.99,0,0
2035,0.076,0,0.130582934,-999999.99,-999999.99,0,0
2036,0.025,0,0.239010581,-999999.99,-999999.99,0,0
2037,0.051,0,0.339327983,-999999.99,-999999.99,0,0
2038,0,0,0.295039827,-999999.99,-999999.99,0,0
2039,0,0,0.307405534,-999999.99,-999999.99,0,0
2040,0.025,0,0.277596517,-999999.99,-999999.99,0,0
2041,0,0,0.298883031,-999999.99,-999999.99,0,0
2042,0,0,0.335346473,-999999.99,-999999.99,0,0
2043,0,0,0.2819876,-999999.99,-999999.99,0,0
2044,0.025,0,0.284314573,-999999.99,-999999.99,0,0
2045,0.229,0,0.316357091,-999999.99,-999999.99,0,0
2046,0.178,0,0.313732245,-999999.99,-999999.99,0,0
2047,0,0,0.295167864,-999999.99,-999999.99,0,0
2048,0,0,0.291583253,-999999.99,-999999.99,0,0
2049,1.842,0,0.320687819,-999999.99,-999999.99,0,0
2050,0,0,0.261223794,-999999.99,-999999.99,0,0
2051,1.232,0,0.268887579,-999999.99,-999999.99,0,0
2052,0,0,0.24124119,-999999.99,-999999.99,0,0
2053,0.064,0,0.270041117,-999999.99,-999999.99,0,0
2054,0.051,0,0.270114443,-999999.99,-999999.99,0,0
2055,0.33,0,0.356062293,-999999.99,-999999.99,0,0
2056,0,0,0.272631317,-999999.99,-999999.99,0,0
2057,0,0,0.348609988,-999999.99,-999999.99,0,0
2058,0,0,0.326362601,-999999.99,-999999.99,0,0
2059,0.876,0,0.234640849,-999999.99,-999999.99,0,0
2060,0.318,0,0.232582349,-999999.99,-999999.99,0,0
2061,0,0,0.213640998,-999999.99,-999999.99,0,0
2062,0,0,0.204680453,-999999.99,-999999.99,0,0
2063,0,0,0.161936033,-999999.99,-999999.99,0,0
2064,0,0,0.126329417,-999999.99,-999999.99,0,0
2065,0,0,0.178675761,-999999.99,-999999.99,0,0
2066,0,0,0.23146716,-999999.99,-999999.99,0,0
2067,0,0,0.276763633,-999999.99,-999999.99,0,0
2068,0,0,0.205332459,-999999.99,-999999.99,0,0
2069,0.025,0,0.215374009,-999999.99,-999999.99,0,0
2070,0.229,0,0.263657165,-999999.99,-999999.99,0,0
2071,0.051,0,0.247201324,-999999.99,-999999.99,0,0
2072,0,0,0.186632548,-999999.99,-999999.99,0,0
2073,0.102,0,0.183192634,-999999.99,-999999.99,0,0
2074,0,0,0.165263597,-999999.99,-999999.99,0,0
2075,0.025,0,0.162886458,-999999.99,-999999.99,0,0
2076,0,0,0.206868369,-999999.99,-999999.99,0,0
2077,0,0,0.270275426,-999999.99,-999999.99,0,0
2078,0,0,0.210088604,-999999.99,-999999.99,0,0
2079,0,0,0.207613296,-999999.99,-999999.99,0,0
2080,0,0,0.158032328,-999999.99,-999999.99,0,0
2081,0,0,0.106961334,-999999.99,-999999.99,0,0
2082,0,0,0.120808838,-999999.99,-999999.99,0,0
2083,0,0,0.120087265,-999999.99,-999999.99,0,0
2084,0,0,0.123464541,-999999.99,-999999.99,0,0
2085,0,0,0.115185347,-999999.99,-999999.99,0,0
2086,0,0,0.100821202,-999999.99,-999999.99,0,0
2087,0.051,0,0.09588727,-999999.99,-999999.99,0,0
2088,0,0,0.05549016,-999999.99,-999999.99,0,0
2089,0.495,0,0.126734173,-999999.99,-999999.99,0,0
2090,0,0,0.180306416,-999999.99,-999999.99,0,0
2091,0,0,0.177871873,-999999.99,-999999.99,0,0
2092,0,0,0.244293504,-999999.99,-999999.99,0,0
2093,0,0,0.159297942,-999999.99,-999999.99,0,0
2094,0,0,0.132994982,-999999.99,-999999.99,0,0
2095,0,0,0.1380083,-999999.99,-999999.99,0,0
2096,0,0,0.11908429,-999999.99,-999999.99,0,0
2097,0,0,0.134199312,-999999.99,-999999.99,0,0
2098,0,0,0.137377511,-999999.99,-999999.99,0,0
2099,0,0,0.12114309,-999999.99,-999999.99,0,0
2100,0,0,0.102798615,-999999.99,-999999.99,0,0
2101,0,0,0.091060197,-999999.99,-999999.99,0,0
2102,0,0,0.114679724,-999999.99,-999999.99,0,0
2103,0,0,0.220192993,-999999.99,-999999.99,0,0
2104,0,0,0.164761352,-999999.99,-999999.99,0,0
2105,0,0,0.150147392,-999999.99,-999999.99,0,0
2106,0,0,0.120411145,-999999.99,-999999.99,0,0
2107,0,0,0.110680636,-999999.99,-999999.99,0,0
2108,0,0,0.102594549,-999999.99,-999999.99,0,0
2109,0,0,0.068940966,-999999.99,-999999.99,0,0
2110,0,0,0.061087013,-999999.99,-999999.99,0,0
2111,0,0,0.048433568,-999999.99,-999999.99,0,0
2112,0,0,0.050373532,-999999.99,-999999.99,0,0
2113,0,0,0.053577965,-999999.99,-999999.99,0,0
2114,0,0,0.072584413,-999999.99,-999999.99,0,0
2115,0,0,0.065239962,-999999.99,-999999.99,0,0
2116,0,0,0.04498614,-999999.99,-999999.99,0,0
2117,0,0,0.027669594,-999999.99,-999999.99,0,0
2118,0,0,0.018313169,-999999.99,-999999.99,0,0
2119,0,0,0.033848717,-999999.99,-999999.99,0,0
2120,0,0,0.020436665,-999999.99,-999999.99,0,0
2121,0,0,0.017928934,-999999.99,-999999.99,0,0
2122,0,0,0.021118053,-999999.99,-999999.99,0,0
2123,0,0,0.02062895,-999999.99,-999999.99,0,0
2124,0,0,0.020283374,-999999.99,-999999.99,0,0
2125,0,0,0.032740935,-999999.99,-999999.99,0,0
2126,0,0,0.039938051,-999999.99,-999999.99,0,0
2127,0,0,0.026313865,-999999.99,-999999.99,0,0
2128,0,0,0.021493893,-999999.99,-999999.99,0,0
2129,0,0,0.026010375,-999999.99,-999999.99,0,0
2130,0,0,0.025169596,-999999.99,-999999.99,0,0
2131,0,0,0.024346818,-999999.99,-999999.99,0,0
2132,0,0,0.01918556,-999999.99,-999999.99,0,0
2133,0,0,0.01405066,-999999.99,-999999.99,0,0
2134,0,0,0.017688632,-999999.99,-999999.99,0,0
2135,0,0,0.018531572,-999999.99,-999999.99,0,0
2136,0,0,0.01796606,-999999.99,-999999.99,0,0
2137,0,0,0.016549898,-999999.99,-999999.99,0,0
2138,0,0,0.013036566,-999999.99,-999999.99,0,0
2139,0,0,0.005847662,-999999.99,-999999.99,0,0
2140,0,0,0.002701655,-999999.99,-999999.99,0,0
2141,0,0,0.007057697,-999999.99,-999999.99,0,0
2142,0,0,0.009172473,-999999.99,-999999.99,0,0
2143,0,0,0.011540929,-999999.99,-999999.99,0,0
2144,0,0,0.009883586,-999999.99,-999999.99,0,0
2145,0,0,0.001675669,-999999.99,-999999.99,0,0
2146,0,0,0.006970672,-999999.99,-999999.99,0,0
2147,0,0,0.012221342,-999999.99,-999999.99,0,0
2148,0,0,0.009749536,-999999.99,-999999.99,0,0
2149,0,0,0.009580906,-999999.99,-999999.99,0,0
2150,0,0,0.009566369,-999999.99,-999999.99,0,0
2151,0,0,-0.001969344,-999999.99,-999999.99,0,0
2152,0,0,0.009876865,-999999.99,-999999.99,0,0
2153,0,0,0.010406143,-999999.99,-999999.99,0,0
2154,0,0,0.008245775,-999999.99,-999999.99,0,0
2155,0,0,0.00619556,-999999.99,-999999.99,0,0
2156,0,0,0.011237453,-999999.99,-999999.99,0,0
2157,0,0,0.006085024,-999999.99,-999999.99,0,0
2158,0,0,0.028756608,-999999.99,-999999.99,0,0
2159,0,0,0.067603473,-999999.99,-999999.99,0,0
2160,0,0,0.018634385,-999999.99,-999999.99,0,0
2161,0,0,0.016463789,-999999.99,-999999.99,0,0
2162,0,0,0.013188414,-999999.99,-999999.99,0,0
2163,0,0,0.010453121,-999999.99,-999999.99,0,0
2164,0,0,0.00891236,-999999.99,-999999.99,0,0
2165,0,0,0.011369745,-999999.99,-999999.99,0,0
2166,0,0,0.00516586,-999999.99,-999999.99,0,0
2167,0,0,0.006238473,-999999.99,-999999.99,0,0
2168,0,0,0.007670781,-999999.99,-999999.99,0,0
2169,0,0,0.010271413,-999999.99,-999999.99,0,0
2170,0,0,-0.001501034,-999999.99,-999999.99,0,0
2171,0,0,0.006223383,-999999.99,-999999.99,0,0
2172,0.47,0,0.014490289,-999999.99,-999999.99,0,0
2173,0,0,0.008232036,-999999.99,-999999.99,0,0
2174,0,0,0.006171483,-999999.99,-999999.99,0,0
2175,0,0,0.006067969,-999999.99,-999999.99,0,0
2176,0,0,0.005205274,-999999.99,-999999.99,0,0
2177,0,0,0.058209664,-999999.99,-999999.99,0,0
2178,0,0,0.034534514,-999999.99,-999999.99,0,0
2179,0,0,0.025515632,-999999.99,-999999.99,0,0
2180,0,0,0.015870197,-999999.99,-999999.99,0,0
2181,0,0,0.014232282,-999999.99,-999999.99,0,0
2182,0,0,0.006561355,-999999.99,-999999.99,0,0
2183,0,0,0.036163531,-999999.99,-999999.99,0,0
2184,0,0,0.016039136,-999999.99,-999999.99,0,0
2185,0,0,0.011613575,-999999.99,-999999.99,0,0
2186,0,0,0.003576379,-999999.99,-999999.99,0,0
2187,0,0,0.004738547,-999999.99,-999999.99,0,0
2188,0,0,0.007561376,-999999.99,-999999.99,0,0
2189,0,0,0.008891436,-999999.99,-999999.99,0,0
2190,0,0,0.102375469,-999999.99,-999999.99,0,0
2191,0,0,0.04170272,-999999.99,-999999.99,0,0
2192,0.953,0,0.049374973,-999999.99,-999999.99,0,0
2193,0.127,0,0.063614063,-999999.99,-999999.99,0,0
2194,0.406,0,0.042633785,-999999.99,-999999.99,0,0
2195,0,0,0.028093682,-999999.99,-999999.99,0,0
2196,0,0,0.023094222,-999999.99,-999999.99,0,0
2197,0,0,0.032847414,-999999.99,-999999.99,0,0
2198,0,0,0.029113298,-999999.99,-999999.99,0,0
2199,0,0,0.022089791,-999999.99,-999999.99,0,0
2200,0,0,0.0196966,-999999.99,-999999.99,0,0
2201,0,0,0.025142938,-999999.99,-999999.99,0,0
2202,0,0,0.025237057,-999999.99,-999999.99,0,0
2203,0,0,0.018806362,-999999.99,-999999.99,0,0
2204,0,0,0.018799396,-999999.99,-999999.99,0,0
2205,0,0,0.019459904,-999999.99,-999999.99,0,0
2206,0,0,0.01448142,-999999.99,-999999.99,0,0
2207,0,0,0.020698465,-999999.99,-999999.99,0,0
2208,0,0,0.011451103,-999999.99,-999999.99,0,0
2209,0,0,0.017037254,-999999.99,-999999.99,0,0
2210,0,0,0.017419732,-999999.99,-999999.99,0,0
2211,0.292,0,0.017625818,-999999.99,-999999.99,0,0
2212,0,0,0.018031602,-999999.99,-999999.99,0,0
2213,0,0,0.013560906,-999999.99,-999999.99,0,0
2214,0,0,0.013404256,-999999.99,-999999.99,0,0
2215,0,0,0.022212132,-999999.99,-999999.99,0,0
2216,0.761,0,0.011834154,-999999.99,-999999.99,0,0
2217,0.051,0,0.014302085,-999999.99,-999999.99,0,0
2218,0,0,0.012746115,-999999.99,-999999.99,0,0
2219,0,0,0.012001137,-999999.99,-999999.99,0,0
2220,0,0,0.010803461,-999999.99,-999999.99,0,0
2221,0,0,0.00983407,-999999.99,-999999.99,0,0
2222,0,0,0.018116798,-999999.99,-999999.99,0,0
2223,0,0,0.09500396,-999999.99,-999999.99,0,0
2224,0,0,0.038509752,-999999.99,-999999.99,0,0
2225,0.343,0,0.019816791,-999999.99,-999999.99,0,0
2226,0.241,0,0.01981871,-999999.99,-999999.99,0,0
2227,0.114,0,0.016972334,-999999.99,-999999.99,0,0
2228,0,0,0.019642374,-999999.99,-999999.99,0,0
2229,0,0,0.017063929,-999999.99,-999999.99,0,0
2230,0,0,0.02016998,-999999.99,-999999.99,0,0
2231,0.229,0,0.015659011,-999999.99,-999999.99,0,0
2232,0.711,0,0.012362444,-999999.99,-999999.99,0,0
2233,0.774,0,0.013842669,-999999.99,-999999.99,0,0
2234,0,0,0.015483584,-999999.99,-999999.99,0,0
2235,0,0,0.0149884,-999999.99,-999999.99,0,0
2236,0,0,0.017238228,-999999.99,-999999.99,0,0
2237,0,0,0.015433108,-999999.99,-999999.99,0,0
2238,0.025,0,0.012061645,-999999.99,-999999.99,0,0
2239,0,0,0.011380396,-999999.99,-999999.99,0,0
2240,0.279,0,0.00577164,-999999.99,-999999.99,0,0
2241,0,0,0.007701409,-999999.99,-999999.99,0,0
2242,0,0,0.008689967,-999999.99,-999999.99,0,0
2243,0.051,0,0.02526007,-999999.99,-999999.99,0,0
2244,0,0,0.010740063,-999999.99,-999999.99,0,0
2245,0,0,1.88E-05,-999999.99,-999999.99,0,0
2246,0,0,0.015254944,-999999.99,-999999.99,0,0
2247,0.025,0,0.013427357,-999999.99,-999999.99,0,0
2248,0,0,0.004512546,-999999.99,-999999.99,0,0
2249,0,0,0.106942431,-999999.99,-999999.99,0,0
2250,0,0,0.083382862,-999999.99,-999999.99,0,0
2251,0,0,0.054705498,-999999.99,-999999.99,0,0
2252,0,0,0.042247891,-999999.99,-999999.99,0,0
2253,0,0,0.038917472,-999999.99,-999999.99,0,0
2254,0.114,0,0.025736064,-999999.99,-999999.99,0,0
2255,0.025,0,0.022945868,-999999.99,-999999.99,0,0
2256,0,0,0.027679261,-999999.99,-999999.99,0,0
2257,0,0,0.017336371,-999999.99,-999999.99,0,0
2258,0,0,0.020746821,-999999.99,-999999.99,0,0
2259,0,0,0.022574469,-999999.99,-999999.99,0,0
2260,0,0,0.019746935,-999999.99,-999999.99,0,0
2261,0,0,0.017810598,-999999.99,-999999.99,0,0
2262,0,0,0.018664633,-999999.99,-999999.99,0,0
2263,0,0,0.0198014,-999999.99,-999999.99,0,0
2264,0,0,0.012204795,-999999.99,-999999.99,0,0
2265,0,0,0.016602088,-999999.99,-999999.99,0,0
2266,0,0,0.01365529,-999999.99,-999999.99,0,0
2267,0,0,0.016031102,-999999.99,-999999.99,0,0
2268,0,0,0.017054732,-999999.99,-999999.99,0,0
2269,0,0,0.019794048,-999999.99,-999999.99,0,0
2270,0,0,0.013844089,-999999.99,-999999.99,0,0
2271,0,0,-0.008664995,-999999.99,-999999.99,0,0
2272,0,0,0.126060819,-999999.99,-999999.99,0,0
2273,0,0,0.03380353,-999999.99,-999999.99,0,0
2274,0,0,0.014907045,-999999.99,-999999.99,0,0
2275,0,0,0.013750695,-999999.99,-999999.99,0,0
2276,0,0,0.012538351,-999999.99,-999999.99,0,0
2277,0,0,0.010706745,-999999.99,-999999.99,0,0
2278,0,0,0.016844405,-999999.99,-999999.99,0,0
2279,0,0,0.009807478,-999999.99,-999999.99,0,0
2280,0,0,0.014023652,-999999.99,-999999.99,0,0
2281,0,0,0.00931655,-999999.99,-999999.99,0,0
2282,0,0,0.013122224,-999999.99,-999999.99,0,0
2283,0,0,0.006584738,-999999.99,-999999.99,0,0
2284,0,0,0.017507904,-999999.99,-999999.99,0,0
2285,0,0,0.011117162,-999999.99,-999999.99,0,0
2286,0,0,0.011241842,-999999.99,-999999.99,0,0
2287,0,0,0.004261035,-999999.99,-999999.99,0,0
2288,0,0,0.006710823,-999999.99,-999999.99,0,0
2289,0,0,-0.008999871,-999999.99,-999999.99,0,0
2290,0,0,0.019066783,-999999.99,-999999.99,0,0
2291,0,0,0.049540501,-999999.99,-999999.99,0,0
2292,0,0,0.018849705,-999999.99,-999999.99,0,0
2293,0,0,0.013271372,-999999.99,-999999.99,0,0
2294,0,0,0.015524034,-999999.99,-999999.99,0,0
2295,0,0,0.006123591,-999999.99,-999999.99,0,0
2296,0,0,0.010739084,-999999.99,-999999.99,0,0
2297,0,0,0.012257518,-999999.99,-999999.99,0,0
