iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    8, 4.0000000E+00, 2.5000000E-01,-6.1438662E+01, 1.8858163E-01, 5.2529702E-01, 1.1407789E-02, 1.3212733E+02, 4.7106181E-06, 9.1920171E-08, 5.0751843E-06, 6.5490586E-09, 1.5046763E-05
    8, 4.0000000E+00, 7.5000000E-01,-6.1163856E+01, 1.8969228E-01, 5.2839075E-01, 1.3052397E-02, 1.3110984E+02, 5.2961850E-06, 8.8821331E-08, 5.7619799E-06, 5.5284396E-09, 1.7004852E-05
    8, 4.0000000E+00, 1.2500000E+00,-6.0840141E+01, 1.9101242E-01, 5.3206801E-01, 1.4309676E-02, 1.2990043E+02, 5.7373395E-06, 8.3075139E-08, 6.2586085E-06, 4.7034501E-09, 1.8466452E-05
    8, 4.0000000E+00, 1.7500000E+00,-6.0470864E+01, 1.9253393E-01, 5.3630622E-01, 1.5177083E-02, 1.2852318E+02, 6.0387416E-06, 7.5802146E-08, 6.5675157E-06, 4.0450112E-09, 1.9442027E-05
    8, 4.0000000E+00, 2.2500000E+00,-6.0059416E+01, 1.9424868E-01, 5.4108266E-01, 1.5693693E-02, 1.2697701E+02, 6.2171810E-06, 6.8581878E-08, 6.7093121E-06, 3.5562062E-09, 1.9988284E-05
    8, 4.0000000E+00, 2.7500000E+00,-5.9609161E+01, 1.9614856E-01, 5.4637481E-01, 1.5974776E-02, 1.2526391E+02, 6.3139463E-06, 6.2696350E-08, 6.7373096E-06, 3.2198457E-09, 2.0248756E-05
    8, 4.0000000E+00, 3.2500000E+00,-5.9138232E+01, 3.7883032E-02, 1.2885385E-01, 1.5787514E-02, 1.0056138E+02, 1.0830131E-06, 1.0219573E-08, 5.3452995E-06, 3.0037712E-09, 7.7502160E-06
    8, 4.0000000E+00, 3.7500000E+00,-6.1279450E+01, 3.6969120E-02, 1.2574531E-01, 1.5565054E-02, 1.0130306E+02, 1.0697241E-06, 9.5066416E-09, 5.3088665E-06, 2.7995519E-09, 7.6678231E-06
    8, 4.0000000E+00, 4.2500000E+00,-6.3898942E+01, 3.6026907E-02, 1.2254050E-01, 1.4939840E-02, 1.0206770E+02, 1.0322424E-06, 8.7087584E-09, 5.1341349E-06, 2.5664914E-09, 7.3925071E-06
    8, 4.0000000E+00, 4.7500000E+00,-6.7622895E+01, 3.4949758E-02, 1.1887673E-01, 1.3914848E-02, 1.0308543E+02, 9.7034685E-07, 7.8180508E-09, 4.8296528E-06, 2.3062707E-09, 6.9322517E-06
    8, 4.0000000E+00, 5.2500000E+00,-7.4791591E+01, 3.3484733E-02, 1.1389365E-01, 1.2476136E-02, 1.0491129E+02, 8.8245062E-07, 6.8224818E-09, 4.4070964E-06, 2.0216690E-09, 6.2941787E-06
    8, 4.0000000E+00, 5.7500000E+00,-1.0098496E+02, 3.1221003E-02, 1.0619389E-01, 1.0616297E-02, 1.0773258E+02, 7.6682680E-07, 5.6923050E-09, 3.8510871E-06, 1.7152561E-09, 5.4589103E-06
    8, 4.0000000E+00, 6.2500000E+00,-1.0132298E+02, 1.0325983E-01, 2.8763184E-01, 8.2929233E-03, 2.2526413E+02, 3.5693429E-06, 2.5153417E-08, 6.2904130E-06, 2.3971016E-09, 1.2997382E-05
    8, 4.0000000E+00, 6.7500000E+00,-1.0123528E+02, 1.0334149E-01, 2.8785930E-01, 6.3206792E-03, 2.2514808E+02, 2.8182342E-06, 1.8857934E-08, 4.7920931E-06, 1.7419992E-09, 1.0062972E-05
    8, 4.0000000E+00, 7.2500000E+00,-1.0114791E+02, 1.0342310E-01, 2.8808662E-01, 4.6776749E-03, 2.2503209E+02, 2.1688961E-06, 1.3763426E-08, 3.5446979E-06, 1.2275976E-09, 7.5808922E-06
    8, 4.0000000E+00, 7.7500000E+00,-1.0106720E+02, 1.0349870E-01, 2.8829722E-01, 3.3476864E-03, 2.2492464E+02, 1.6212148E-06, 9.7443503E-09, 2.5356881E-06, 8.3529066E-10, 5.5365752E-06
    8, 4.0000000E+00, 8.2500000E+00,-1.0099765E+02, 1.0356403E-01, 2.8847919E-01, 2.3151090E-03, 2.2483179E+02, 1.1762233E-06, 6.6849565E-09, 1.7528729E-06, 5.4808781E-10, 3.9177747E-06
    8, 4.0000000E+00, 8.7500000E+00,-1.0094250E+02, 1.0361595E-01, 2.8862382E-01, 1.5606470E-03, 2.2475800E+02, 8.3461788E-07, 4.4709015E-09, 1.1812624E-06, 3.4933194E-10, 2.7085171E-06
    8, 4.0000000E+00, 9.2500000E+00,-1.0090412E+02, 1.0365214E-01, 2.8872464E-01, 1.0639602E-03, 2.2470656E+02, 5.9805031E-07, 3.0073634E-09, 8.0513955E-07, 2.2424814E-10, 1.8935664E-06
    8, 4.0000000E+00, 9.7500000E+00,-1.0088427E+02, 1.0367088E-01, 2.8877682E-01, 8.1264180E-04, 2.2467993E+02, 4.7306943E-07, 2.2546017E-09, 6.1488686E-07, 1.6282080E-10, 1.4726492E-06
