iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    4, 2.0000000E+00, 2.5000000E-01,-4.8755250E+01, 2.4829305E-01, 6.9162410E-01, 1.3168007E-02, 8.1222778E+01, 5.3369736E-06, 6.5784396E-08, 3.6011670E-06, 4.8490603E-09, 1.5665828E-05
    4, 2.0000000E+00, 7.5000000E-01,-4.8260138E+01, 2.5087604E-01, 6.9881906E-01, 1.5457323E-02, 7.9164564E+01, 6.1356339E-06, 5.9550388E-08, 4.1199740E-06, 3.6206985E-09, 1.8081031E-05
    4, 2.0000000E+00, 1.2500000E+00,-4.7769272E+01, 2.5344349E-01, 7.0597073E-01, 1.7300553E-02, 7.7126301E+01, 6.7674462E-06, 5.1309162E-08, 4.4924059E-06, 2.6397808E-09, 1.9973873E-05
    4, 2.0000000E+00, 1.7500000E+00,-4.7282115E+01, 2.5599629E-01, 7.1308157E-01, 1.8577294E-02, 7.5108201E+01, 7.1999147E-06, 4.2363250E-08, 4.6976145E-06, 1.8903236E-09, 2.1238409E-05
    4, 2.0000000E+00, 2.2500000E+00,-4.6798211E+01, 2.5853490E-01, 7.2015293E-01, 1.9226801E-02, 7.3113716E+01, 7.4184256E-06, 3.4242214E-08, 4.7326995E-06, 1.3696512E-09, 2.1830359E-05
    4, 2.0000000E+00, 2.7500000E+00,-4.6317177E+01, 2.6105949E-01, 7.2718520E-01, 1.9245180E-02, 7.1132780E+01, 7.4245947E-06, 2.8007428E-08, 4.6088722E-06, 1.0418008E-09, 2.1759435E-05
    4, 2.0000000E+00, 3.2500000E+00,-4.5860431E+01, 4.8852768E-02, 1.6616588E-01, 1.8705971E-02, 9.2794627E+01, 1.2552307E-06, 4.1686667E-09, 5.8439941E-06, 1.1695195E-09, 8.8370111E-06
    4, 2.0000000E+00, 3.7500000E+00,-4.6758323E+01, 4.7654354E-02, 1.6208964E-01, 1.7784346E-02, 9.3553659E+01, 1.2012508E-06, 3.5637722E-09, 5.6015960E-06, 9.9425246E-10, 8.4380359E-06
    4, 2.0000000E+00, 4.2500000E+00,-4.8101381E+01, 4.6034551E-02, 1.5658010E-01, 1.6517237E-02, 9.4579583E+01, 1.1264354E-06, 3.0099230E-09, 5.2596491E-06, 8.3532599E-10, 7.8844327E-06
    4, 2.0000000E+00, 4.7500000E+00,-5.0337880E+01, 4.3730448E-02, 1.4874302E-01, 1.4917066E-02, 9.6175539E+01, 1.0308733E-06, 2.4927791E-09, 4.8303789E-06, 6.8982013E-10, 7.1884528E-06
    4, 2.0000000E+00, 5.2500000E+00,-5.5097730E+01, 4.0066543E-02, 1.3628076E-01, 1.2998300E-02, 9.8789375E+01, 9.1449650E-07, 2.0003985E-09, 4.3235787E-06, 5.5510860E-10, 6.3571507E-06
    4, 2.0000000E+00, 5.7500000E+00,-7.2809389E+01, 3.3826767E-02, 1.1505703E-01, 1.0769018E-02, 1.0448502E+02, 7.7641508E-07, 1.5166744E-09, 3.7887180E-06, 4.3158126E-10, 5.4370181E-06
    4, 2.0000000E+00, 6.2500000E+00,-7.3241472E+01, 1.4934440E-01, 4.1600111E-01, 8.2200024E-03, 1.7041258E+02, 3.5420217E-06, 5.8613429E-09, 4.7168665E-06, 4.5061503E-10, 1.1717334E-05
    4, 2.0000000E+00, 6.7500000E+00,-7.3215927E+01, 1.4941264E-01, 4.1619120E-01, 5.9405421E-03, 1.7034072E+02, 2.6701847E-06, 3.7634945E-09, 3.4075362E-06, 2.7489159E-10, 8.6459169E-06
    4, 2.0000000E+00, 7.2500000E+00,-7.3195695E+01, 1.4946673E-01, 4.1634188E-01, 4.0494933E-03, 1.7028376E+02, 1.9131597E-06, 2.3086254E-09, 2.3221114E-06, 1.5926627E-10, 6.0440021E-06
    4, 2.0000000E+00, 7.7500000E+00,-7.3179904E+01, 1.4950898E-01, 4.1645955E-01, 2.5947410E-03, 1.7023927E+02, 1.2988961E-06, 1.3477539E-09, 1.4875551E-06, 8.7223123E-11, 3.9910762E-06
    4, 2.0000000E+00, 8.2500000E+00,-7.3167899E+01, 1.4954112E-01, 4.1654907E-01, 1.5571979E-03, 1.7020543E+02, 8.3301292E-07, 7.4544097E-10, 8.9257307E-07, 4.4914710E-11, 2.4820079E-06
    4, 2.0000000E+00, 8.7500000E+00,-7.3159205E+01, 1.4956440E-01, 4.1661392E-01, 8.7501626E-04, 1.7018091E+02, 5.0450636E-07, 3.8941049E-10, 5.0148541E-07, 2.1671344E-11, 1.4538438E-06
    4, 2.0000000E+00, 9.2500000E+00,-7.3153513E+01, 1.4957965E-01, 4.1665639E-01, 4.7136719E-04, 1.7016486E+02, 2.9453388E-07, 1.9480029E-10, 2.7012412E-07, 9.9614791E-12, 8.2016458E-07
    4, 2.0000000E+00, 9.7500000E+00,-7.3150668E+01, 1.4958727E-01, 4.1667762E-01, 2.8177579E-04, 1.7015683E+02, 1.8824733E-07, 1.0693872E-10, 1.6146877E-07, 5.1012111E-12, 5.1007634E-07
