iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
   10, 5.0000000E+00, 2.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.6672324E-04, 9.6652651E+01, 1.7946740E-07, 2.6680992E-08, 8.6818088E-08, 1.3171846E-09, 4.7472514E-07
   10, 5.0000000E+00, 7.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.2633944E-04, 9.6652651E+01, 2.1389722E-07, 2.7230287E-08, 1.0622298E-07, 1.3110004E-09, 5.6247572E-07
   10, 5.0000000E+00, 1.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.9247831E-04, 9.6652651E+01, 2.5114946E-07, 2.7603173E-08, 1.2775095E-07, 1.3040245E-09, 6.5790540E-07
   10, 5.0000000E+00, 1.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.6524478E-04, 9.6652651E+01, 2.9120279E-07, 2.7848499E-08, 1.5143612E-07, 1.2962830E-09, 7.6111325E-07
   10, 5.0000000E+00, 2.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.4465283E-04, 9.6652651E+01, 3.3399258E-07, 2.7997045E-08, 1.7728304E-07, 1.2877889E-09, 8.7205142E-07
   10, 5.0000000E+00, 2.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.3060735E-04, 9.6652651E+01, 3.7940493E-07, 2.8069683E-08, 2.0526072E-07, 1.2785561E-09, 9.9051934E-07
   10, 5.0000000E+00, 3.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.2288356E-04, 9.6652651E+01, 4.2726969E-07, 2.8080851E-08, 2.3529598E-07, 1.2686079E-09, 1.1161474E-06
   10, 5.0000000E+00, 3.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 8.2110367E-04, 9.6652651E+01, 4.7735214E-07, 2.8040693E-08, 2.6726585E-07, 1.2579824E-09, 1.2483747E-06
   10, 5.0000000E+00, 4.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 9.2471016E-04, 9.6652651E+01, 5.2934342E-07, 2.7956637E-08, 3.0098883E-07, 1.2467369E-09, 1.3864224E-06
   10, 5.0000000E+00, 4.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.0329352E-03, 9.6652651E+01, 5.8284919E-07, 2.7834579E-08, 3.3621499E-07, 1.2349523E-09, 1.5292614E-06
   10, 5.0000000E+00, 5.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.1447655E-03, 9.6652651E+01, 6.3737645E-07, 2.7679740E-08, 3.7261451E-07, 1.2227375E-09, 1.6755738E-06
   10, 5.0000000E+00, 5.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.2589022E-03, 9.6652651E+01, 6.9231804E-07, 2.7497273E-08, 4.0976457E-07, 1.2102341E-09, 1.8237082E-06
   10, 5.0000000E+00, 6.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.3737139E-03, 9.6652651E+01, 7.4693431E-07, 2.7292702E-08, 4.4713423E-07, 1.1976220E-09, 1.9716265E-06
   10, 5.0000000E+00, 6.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.4871842E-03, 9.6652651E+01, 8.0033159E-07, 2.7072282E-08, 4.8406711E-07, 1.1851255E-09, 2.1168415E-06
   10, 5.0000000E+00, 7.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.5968495E-03, 9.6652651E+01, 8.5143657E-07, 2.6843355E-08, 5.1976144E-07, 1.1730204E-09, 2.2563448E-06
   10, 5.0000000E+00, 7.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.6997301E-03, 9.6652651E+01, 8.9896586E-07, 2.6614769E-08, 5.5324731E-07, 1.1616414E-09, 2.3865212E-06
   10, 5.0000000E+00, 8.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.7922499E-03, 9.6652651E+01, 9.4138954E-07, 2.6397426E-08, 5.8336081E-07, 1.1513912E-09, 2.5030494E-06
   10, 5.0000000E+00, 8.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.8701464E-03, 9.6652651E+01, 9.7688714E-07, 2.6204991E-08, 6.0871463E-07, 1.1427495E-09, 2.6007851E-06
   10, 5.0000000E+00, 9.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.9283696E-03, 9.6652651E+01, 1.0032939E-06, 2.6054684E-08, 6.2766515E-07, 1.1362840E-09, 2.6736219E-06
   10, 5.0000000E+00, 9.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.9609691E-03, 9.6652651E+01, 1.0180337E-06, 2.5967681E-08, 6.3827561E-07, 1.1326618E-09, 2.7143251E-06
