time(d),htop(cm),hbot(cm),ctop(mg/L),cbot(mg/L), water_input(cm),ET(cm),water_drainage(cm),water_tot(cm),water_MB_error(%),pfas_in(mg),pfas_decay(mg),pfas_discharge(mg),pfas_tot(mg),pfas_MB_error(%)
 1.0000000E-08,-6.0622189E+01,-6.0622189E+01, 3.8628003E-09, 4.1407000E-28, 4.0000000E-08, 0.0000000E+00, 4.0000000E-08, 1.9190843E+00, 1.1570341E-14, 1.0000000E-11, 0.0000000E+00, 1.6562800E-38, 1.0000000E-11, 5.1883678E-10
 2.0000000E-08,-6.0622189E+01,-6.0622189E+01, 8.4642126E-09, 4.1407000E-28, 8.0000000E-08, 0.0000000E+00, 8.0000000E-08, 1.9190843E+00, 1.1570341E-14, 2.0000000E-11, 0.0000000E+00, 3.3125600E-38, 2.0000000E-11, 8.9669295E-09
 3.5000000E-08,-6.0622189E+01,-6.0622189E+01, 1.5932302E-08, 4.1407000E-28, 1.4000000E-07, 0.0000000E+00, 1.4000000E-07, 1.9190843E+00, 1.1570340E-14, 3.5000000E-11, 0.0000000E+00, 5.7969800E-38, 3.5000000E-11, 6.8754278E-09
 5.7500000E-08,-6.0622189E+01,-6.0622189E+01, 2.7904300E-08, 4.1407000E-28, 2.3000000E-07, 0.0000000E+00, 2.3000000E-07, 1.9190843E+00, 1.1570340E-14, 5.7500000E-11, 0.0000000E+00, 9.5236100E-38, 5.7500000E-11, 4.8671326E-09
 9.1250000E-08,-6.0622189E+01,-6.0622189E+01, 4.6971561E-08, 4.1407000E-28, 3.6500000E-07, 0.0000000E+00, 3.6500000E-07, 1.9190843E+00, 1.1570339E-14, 9.1250000E-11, 0.0000000E+00, 1.5113555E-37, 9.1250000E-11, 3.4404142E-09
 1.4187500E-07,-6.0622189E+01,-6.0622189E+01, 7.7220085E-08, 4.1407000E-28, 5.6750000E-07, 0.0000000E+00, 5.6750000E-07, 1.9190843E+00, 1.1570338E-14, 1.4187500E-10, 0.0000000E+00, 2.3498472E-37, 1.4187500E-10, 2.2128000E-09
 2.1781250E-07,-6.0622189E+01,-6.0622189E+01, 1.2508311E-07, 4.1407000E-28, 8.7125000E-07, 0.0000000E+00, 8.7125000E-07, 1.9190843E+00, 1.1570336E-14, 2.1781250E-10, 0.0000000E+00, 3.6075849E-37, 2.1781250E-10, 1.4413557E-09
 3.3171875E-07,-6.0622189E+01,-6.0622189E+01, 2.0068036E-07, 4.1407000E-28, 1.3268750E-06, 0.0000000E+00, 1.3268750E-06, 1.9190843E+00, 1.1570333E-14, 3.3171875E-10, 0.0000000E+00, 5.4941913E-37, 3.3171875E-10, 9.4638136E-10
 5.0257813E-07,-6.0622189E+01,-6.0622189E+01, 3.1991877E-07, 4.1407000E-28, 2.0103125E-06, 0.0000000E+00, 2.0103125E-06, 1.9190843E+00, 1.1570329E-14, 5.0257813E-10, 0.0000000E+00, 8.3241009E-37, 5.0257812E-10, 6.2463554E-10
 7.5886719E-07,-6.0622189E+01,-6.0622189E+01, 5.0778465E-07, 4.1407000E-28, 3.0354687E-06, 0.0000000E+00, 3.0354687E-06, 1.9190843E+00, 2.3140646E-14, 7.5886719E-10, 0.0000000E+00, 1.2568965E-36, 7.5886719E-10, 4.1369126E-10
 1.1433008E-06,-6.0622189E+01,-6.0622189E+01, 8.0349885E-07, 4.1407000E-28, 4.5732031E-06, 0.0000000E+00, 4.5732031E-06, 1.9190843E+00, 3.4710941E-14, 1.1433008E-09, 0.0000000E+00, 1.8936262E-36, 1.1433008E-09, 2.7459553E-10
 1.7199512E-06,-6.0622189E+01,-6.0622189E+01, 1.2685827E-06, 4.1407000E-28, 6.8798047E-06, 0.0000000E+00, 6.8798047E-06, 1.9190843E+00, 2.3140600E-14, 1.7199512E-09, 0.0000000E+00, 2.8487207E-36, 1.7199512E-09, 1.8255142E-10
