iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    7, 3.5000000E+00, 2.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.4621231E-04, 9.6652651E+01, 3.8756011E-07, 2.5691688E-08, 2.1034003E-07, 1.2865950E-09, 1.0080009E-06
    7, 3.5000000E+00, 7.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.8935484E-04, 9.6652651E+01, 4.6125332E-07, 2.6039550E-08, 2.5693187E-07, 1.2729253E-09, 1.2025141E-06
    7, 3.5000000E+00, 1.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 9.4649008E-04, 9.6652651E+01, 5.4017390E-07, 2.6194818E-08, 3.0807799E-07, 1.2576815E-09, 1.4124570E-06
    7, 3.5000000E+00, 1.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.1173150E-03, 9.6652651E+01, 6.2405867E-07, 2.6206848E-08, 3.6367968E-07, 1.2408889E-09, 1.6373247E-06
    7, 3.5000000E+00, 2.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.3012858E-03, 9.6652651E+01, 7.1255249E-07, 2.6107132E-08, 4.2355988E-07, 1.2225717E-09, 1.8763094E-06
    7, 3.5000000E+00, 2.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.4976009E-03, 9.6652651E+01, 8.0520641E-07, 2.5917506E-08, 4.8745760E-07, 1.2027683E-09, 2.1283012E-06
    7, 3.5000000E+00, 3.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.7051845E-03, 9.6652651E+01, 9.0147505E-07, 2.5653653E-08, 5.5502260E-07, 1.1815423E-09, 2.3918818E-06
    7, 3.5000000E+00, 3.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.9226688E-03, 9.6652651E+01, 1.0007129E-06, 2.5327291E-08, 6.2580964E-07, 1.1589894E-09, 2.6653124E-06
    7, 3.5000000E+00, 4.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.1483740E-03, 9.6652651E+01, 1.1021691E-06, 2.4947791E-08, 6.9927192E-07, 1.1352445E-09, 2.9465174E-06
    7, 3.5000000E+00, 4.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.3802832E-03, 9.6652651E+01, 1.2049791E-06, 2.4523411E-08, 7.7475290E-07, 1.1104887E-09, 3.2330605E-06
    7, 3.5000000E+00, 5.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.6160091E-03, 9.6652651E+01, 1.3081537E-06, 2.4062214E-08, 8.5147555E-07, 1.0849570E-09, 3.5221100E-06
    7, 3.5000000E+00, 5.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.8527496E-03, 9.6652651E+01, 1.4105614E-06, 2.3572751E-08, 9.2852784E-07, 1.0589473E-09, 3.8103898E-06
    7, 3.5000000E+00, 6.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.0872275E-03, 9.6652651E+01, 1.5109056E-06, 2.3064594E-08, 1.0048431E-06, 1.0328300E-09, 4.0941104E-06
    7, 3.5000000E+00, 6.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.3156096E-03, 9.6652651E+01, 1.6076917E-06, 2.2548804E-08, 1.0791739E-06, 1.0070604E-09, 4.3688757E-06
    7, 3.5000000E+00, 7.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.5334002E-03, 9.6652651E+01, 1.6991839E-06, 2.2038429E-08, 1.1500569E-06, 9.8219213E-10, 4.6295571E-06
    7, 3.5000000E+00, 7.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.7353022E-03, 9.6652651E+01, 1.7833477E-06, 2.1549093E-08, 1.2157684E-06, 9.5889310E-10, 4.8701303E-06
    7, 3.5000000E+00, 8.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.9150410E-03, 9.6652651E+01, 1.8577754E-06, 2.1099760E-08, 1.2742662E-06, 9.3796369E-10, 5.0834634E-06
    7, 3.5000000E+00, 8.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.0651441E-03, 9.6652651E+01, 1.9195909E-06, 2.0713702E-08, 1.3231185E-06, 9.2035784E-10, 5.2610499E-06
    7, 3.5000000E+00, 9.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.1766711E-03, 9.6652651E+01, 1.9653276E-06, 2.0419619E-08, 1.3594157E-06, 9.0720689E-10, 5.3926721E-06
    7, 3.5000000E+00, 9.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.2388890E-03, 9.6652651E+01, 1.9907737E-06, 2.0252448E-08, 1.3796649E-06, 8.9984648E-10, 5.4659829E-06
