iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    2, 1.0000000E+00, 2.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.5919589E-03, 9.6652651E+01, 2.5333388E-06, 1.9127067E-08, 1.8200197E-06, 1.0288935E-09, 7.0470546E-06
    2, 1.0000000E+00, 7.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.6927403E-03, 9.6652651E+01, 2.9620206E-06, 1.8265059E-08, 2.1782534E-06, 9.5988206E-10, 8.3125314E-06
    2, 1.0000000E+00, 1.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.7280542E-03, 9.6652651E+01, 3.3568633E-06, 1.7196054E-08, 2.5151700E-06, 8.8753681E-10, 9.4887309E-06
    2, 1.0000000E+00, 1.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 8.6502573E-03, 9.6652651E+01, 3.7027797E-06, 1.5991418E-08, 2.8152681E-06, 8.1308229E-10, 1.0526579E-05
    2, 1.0000000E+00, 2.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 9.4171473E-03, 9.6652651E+01, 3.9867818E-06, 1.4704713E-08, 3.0648184E-06, 7.3778142E-10, 1.1383205E-05
    2, 1.0000000E+00, 2.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 9.9952222E-03, 9.6652651E+01, 4.1988664E-06, 1.3378968E-08, 3.2529230E-06, 6.6289030E-10, 1.2025076E-05
    2, 1.0000000E+00, 3.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.0362114E-02, 9.6652651E+01, 4.3326410E-06, 1.2049281E-08, 3.3723073E-06, 5.8960798E-10, 1.2430285E-05
    2, 1.0000000E+00, 3.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.0507968E-02, 9.6652651E+01, 4.3856497E-06, 1.0744201E-08, 3.4197669E-06, 5.1902904E-10, 1.2589787E-05
    2, 1.0000000E+00, 4.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.0435684E-02, 9.6652651E+01, 4.3593908E-06, 9.4866654E-09, 3.3962461E-06, 4.5210396E-10, 1.2507558E-05
    2, 1.0000000E+00, 4.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.0160084E-02, 9.6652651E+01, 4.2590553E-06, 8.2947198E-09, 3.3065683E-06, 3.8961052E-10, 1.2199742E-05
    2, 1.0000000E+00, 5.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 9.7062263E-03, 9.6652651E+01, 4.0930446E-06, 7.1820839E-09, 3.1588847E-06, 3.3213840E-10, 1.1692992E-05
    2, 1.0000000E+00, 5.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 9.1071307E-03, 9.6652651E+01, 3.8723498E-06, 6.1586500E-09, 2.9639380E-06, 2.8008732E-10, 1.1022287E-05
    2, 1.0000000E+00, 6.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 8.4012923E-03, 9.6652651E+01, 3.6098880E-06, 5.2309908E-09, 2.7342522E-06, 2.3367893E-10, 1.0228563E-05
    2, 1.0000000E+00, 6.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.6303171E-03, 9.6652651E+01, 3.3198975E-06, 4.4029554E-09, 2.4833644E-06, 1.9298164E-10, 9.3565163E-06
    2, 1.0000000E+00, 7.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.8370086E-03, 9.6652651E+01, 3.0174922E-06, 3.6764331E-09, 2.2252025E-06, 1.5794796E-10, 8.4528814E-06
    2, 1.0000000E+00, 7.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.0641687E-03, 9.6652651E+01, 2.7184643E-06, 3.0523777E-09, 1.9736952E-06, 1.2846472E-10, 7.5654964E-06
    2, 1.0000000E+00, 8.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.3542864E-03, 9.6652651E+01, 2.4394000E-06, 2.5322137E-09, 1.7426709E-06, 1.0441761E-10, 6.7433317E-06
    2, 1.0000000E+00, 8.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.7501879E-03, 9.6652651E+01, 2.1981180E-06, 2.1197871E-09, 1.5460687E-06, 8.5773788E-11, 6.0375425E-06
    2, 1.0000000E+00, 9.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.2965728E-03, 9.6652651E+01, 2.0143221E-06, 1.8240061E-09, 1.3984384E-06, 7.2688772E-11, 5.5033294E-06
    2, 1.0000000E+00, 9.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.0421881E-03, 9.6652651E+01, 1.9101567E-06, 1.6620380E-09, 1.3156473E-06, 6.5646863E-11, 5.2019720E-06
