iPrint,time(d),z(cm),h(cm),th(cm^3/cm^3),Sw(-),C(mg/L),Aaw(cm^2/cm^3),Cs1(mg/g),Cs2(mg/g),Caw1(mg/cm^3),Caw2(mg/cm^3),Ctot(mg/cm^3)
    4, 2.0000000E+00, 2.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 1.9399205E-03, 9.6652651E+01, 1.0085203E-06, 2.3256782E-08, 6.3142473E-07, 1.1992899E-09, 2.6836124E-06
    4, 2.0000000E+00, 7.5000000E-01,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.3551447E-03, 9.6652651E+01, 1.1938999E-06, 2.3136374E-08, 7.6657094E-07, 1.1659150E-09, 3.1998271E-06
    4, 2.0000000E+00, 1.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 2.7922610E-03, 9.6652651E+01, 1.3845044E-06, 2.2798296E-08, 9.0884059E-07, 1.1294353E-09, 3.7355100E-06
    4, 2.0000000E+00, 1.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.2443951E-03, 9.6652651E+01, 1.5776075E-06, 2.2296018E-08, 1.0559960E-06, 1.0900468E-09, 4.2827559E-06
    4, 2.0000000E+00, 2.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 3.7038721E-03, 9.6652651E+01, 1.7702855E-06, 2.1665669E-08, 1.2055391E-06, 1.0479810E-09, 4.8328960E-06
    4, 2.0000000E+00, 2.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.1624808E-03, 9.6652651E+01, 1.9595172E-06, 2.0934164E-08, 1.3547974E-06, 1.0035170E-09, 5.3768104E-06
    4, 2.0000000E+00, 3.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 4.6117872E-03, 9.6652651E+01, 2.1422930E-06, 2.0122603E-08, 1.5010261E-06, 9.5698581E-10, 5.9052742E-06
    4, 2.0000000E+00, 3.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.0434845E-03, 9.6652651E+01, 2.3157321E-06, 1.9248346E-08, 1.6415218E-06, 9.0877205E-10, 6.4093310E-06
    4, 2.0000000E+00, 4.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.4497664E-03, 9.6652651E+01, 2.4772018E-06, 1.8326507E-08, 1.7737443E-06, 8.5931357E-10, 6.8806842E-06
    4, 2.0000000E+00, 4.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 5.8237042E-03, 9.6652651E+01, 2.6244362E-06, 1.7371080E-08, 1.8954390E-06, 8.0910150E-10, 7.3120864E-06
    4, 2.0000000E+00, 5.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.1596086E-03, 9.6652651E+01, 2.7556486E-06, 1.6395758E-08, 2.0047548E-06, 7.5868157E-10, 7.6977105E-06
    4, 2.0000000E+00, 5.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.4533520E-03, 9.6652651E+01, 2.8696298E-06, 1.5414553E-08, 2.1003489E-06, 7.0865800E-10, 8.0334774E-06
    4, 2.0000000E+00, 6.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.7026240E-03, 9.6652651E+01, 2.9658258E-06, 1.4442311E-08, 2.1814698E-06, 6.5970124E-10, 8.3173158E-06
    4, 2.0000000E+00, 6.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 6.9070916E-03, 9.6652651E+01, 3.0443842E-06, 1.3495237E-08, 2.2480095E-06, 6.1256101E-10, 8.5493210E-06
    4, 2.0000000E+00, 7.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.0684274E-03, 9.6652651E+01, 3.1061574E-06, 1.2591534E-08, 2.3005125E-06, 5.6808624E-10, 8.7317759E-06
    4, 2.0000000E+00, 7.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.1901661E-03, 9.6652651E+01, 3.1526480E-06, 1.1752266E-08, 2.3401294E-06, 5.2725372E-10, 8.8689894E-06
    4, 2.0000000E+00, 8.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.2773437E-03, 9.6652651E+01, 3.1858772E-06, 1.1002538E-08, 2.3684991E-06, 4.9120723E-10, 8.9668973E-06
    4, 2.0000000E+00, 8.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.3358674E-03, 9.6652651E+01, 3.2081554E-06, 1.0373086E-08, 2.3875441E-06, 4.6130924E-10, 9.0323661E-06
    4, 2.0000000E+00, 9.2500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.3715589E-03, 9.6652651E+01, 3.2217308E-06, 9.9022389E-09, 2.3991589E-06, 4.3920704E-10, 9.0721293E-06
    4, 2.0000000E+00, 9.7500000E+00,-6.0622189E+01, 1.9190843E-01, 5.3456387E-01, 7.3888129E-03, 9.6652651E+01, 3.2282903E-06, 9.6378525E-09, 2.4047738E-06, 4.2691508E-10, 9.0912853E-06
