time,h-5,th-5,Sw-5,C-5,Aaw-5,Cs1-5,Cs2-5,Caw1-5,Caw2-5,Ctot-5,h-10,th-10,Sw-10,C-10,Aaw-10,Cs1-10,Cs2-10,Caw1-10,Caw2-10,Ctot-10,h-15,th-15,Sw-15,C-15,Aaw-15,Cs1-15,Cs2-15,Caw1-15,Caw2-15,Ctot-15,h-20,th-20,Sw-20,C-20,Aaw-20,Cs1-20,Cs2-20,Caw1-20,Caw2-20,Ctot-20
  1.000000E-08, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  9.394399E-39,  1.347799E-31,  2.246331E-43,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  9.394399E-39,  1.347799E-31,  2.246331E-43,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  9.394399E-39,  1.347799E-31,  2.246331E-43,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  9.394399E-39,  1.347799E-31,  2.246331E-43,  5.645718E-28
  2.000000E-08, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.878880E-38,  1.347799E-31,  4.492662E-43,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.878880E-38,  1.347799E-31,  4.492662E-43,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.878880E-38,  1.347799E-31,  4.492662E-43,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.878880E-38,  1.347799E-31,  4.492662E-43,  5.645718E-28
  3.500000E-08, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.288040E-38,  1.347799E-31,  7.862158E-43,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.288040E-38,  1.347799E-31,  7.862158E-43,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.288040E-38,  1.347799E-31,  7.862158E-43,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.288040E-38,  1.347799E-31,  7.862158E-43,  5.645718E-28
  5.750000E-08, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  5.401780E-38,  1.347799E-31,  1.291640E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  5.401780E-38,  1.347799E-31,  1.291640E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  5.401780E-38,  1.347799E-31,  1.291640E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  5.401780E-38,  1.347799E-31,  1.291640E-42,  5.645718E-28
  9.125000E-08, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  8.572389E-38,  1.347799E-31,  2.049777E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  8.572389E-38,  1.347799E-31,  2.049777E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  8.572389E-38,  1.347799E-31,  2.049777E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  8.572389E-38,  1.347799E-31,  2.049777E-42,  5.645718E-28
  1.418750E-07, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.332830E-37,  1.347799E-31,  3.186982E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.332830E-37,  1.347799E-31,  3.186982E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.332830E-37,  1.347799E-31,  3.186982E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.332830E-37,  1.347799E-31,  3.186982E-42,  5.645718E-28
  2.178125E-07, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.046218E-37,  1.347799E-31,  4.892790E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.046218E-37,  1.347799E-31,  4.892790E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.046218E-37,  1.347799E-31,  4.892790E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.046218E-37,  1.347799E-31,  4.892790E-42,  5.645718E-28
  3.317188E-07, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.116298E-37,  1.347799E-31,  7.451501E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.116298E-37,  1.347799E-31,  7.451501E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.116298E-37,  1.347799E-31,  7.451501E-42,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.116298E-37,  1.347799E-31,  7.451501E-42,  5.645718E-28
  5.025781E-07, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  4.721420E-37,  1.347799E-31,  1.128957E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  4.721420E-37,  1.347799E-31,  1.128957E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  4.721420E-37,  1.347799E-31,  1.128957E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  4.721420E-37,  1.347799E-31,  1.128957E-41,  5.645718E-28
  7.588672E-07, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468701E-28,  7.129101E-37,  1.347799E-31,  1.704667E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  7.129101E-37,  1.347799E-31,  1.704667E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  7.129101E-37,  1.347799E-31,  1.704667E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  7.129101E-37,  1.347799E-31,  1.704667E-41,  5.645718E-28
  1.143301E-06, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140701E-28,  9.665265E+01,  3.468701E-28,  1.074062E-36,  1.347799E-31,  2.568232E-41,  5.645719E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.074062E-36,  1.347799E-31,  2.568232E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.074062E-36,  1.347799E-31,  2.568232E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.074062E-36,  1.347799E-31,  2.568232E-41,  5.645718E-28
  1.719951E-06, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140714E-28,  9.665265E+01,  3.468710E-28,  1.615792E-36,  1.347803E-31,  3.863584E-41,  5.645734E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.615791E-36,  1.347799E-31,  3.863580E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.615791E-36,  1.347799E-31,  3.863580E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.615791E-36,  1.347799E-31,  3.863580E-41,  5.645718E-28
  2.584927E-06, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140902E-28,  9.665265E+01,  3.468847E-28,  2.428419E-36,  1.347864E-31,  5.806700E-41,  5.645957E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.428383E-36,  1.347799E-31,  5.806601E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.428383E-36,  1.347799E-31,  5.806601E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.428383E-36,  1.347799E-31,  5.806601E-41,  5.645718E-28
  3.882390E-06, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.143705E-28,  9.665265E+01,  3.470891E-28,  3.648078E-36,  1.348777E-31,  8.723348E-41,  5.649283E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.647272E-36,  1.347799E-31,  8.721133E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.647272E-36,  1.347799E-31,  8.721133E-41,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  3.647272E-36,  1.347799E-31,  8.721133E-41,  5.645718E-28
  5.828585E-06, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.185382E-28,  9.665265E+01,  3.501242E-28,  5.493564E-36,  1.362343E-31,  1.314232E-40,  5.698687E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  5.475606E-36,  1.347799E-31,  1.309293E-40,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  5.475606E-36,  1.347799E-31,  1.309293E-40,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  5.475606E-36,  1.347799E-31,  1.309293E-40,  5.645718E-28
  8.747878E-06, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.808053E-28,  9.665265E+01,  3.950262E-28,  8.616806E-36,  1.565022E-31,  2.075692E-40,  6.429563E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  8.218106E-36,  1.347799E-31,  1.965063E-40,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  8.218106E-36,  1.347799E-31,  1.965063E-40,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  8.218106E-36,  1.347799E-31,  1.965063E-40,  5.645718E-28
  1.312682E-05, -6.062219E+01,  1.919084E-01,  5.345639E-01,  1.489512E-27,  9.665265E+01,  1.056479E-27,  2.114626E-35,  4.848365E-31,  5.614140E-40,  1.719662E-27, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.233186E-35,  1.347799E-31,  2.948717E-40,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.233186E-35,  1.347799E-31,  2.948717E-40,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.233186E-35,  1.347799E-31,  2.948717E-40,  5.645718E-28
  1.969523E-05, -6.062219E+01,  1.919084E-01,  5.345639E-01,  2.144871E-26,  9.665265E+01,  1.075553E-26,  2.124811E-34,  6.981559E-30,  8.204369E-39,  1.751034E-26, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.850248E-35,  1.347799E-31,  4.424199E-40,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.850248E-35,  1.347799E-31,  4.424199E-40,  5.645718E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  1.850248E-35,  1.347799E-31,  4.424199E-40,  5.645718E-28
  2.954784E-05, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.511653E-25,  9.665265E+01,  1.522596E-25,  4.275402E-33,  1.468544E-28,  2.493543E-37,  2.479598E-25, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.775842E-35,  1.347799E-31,  6.637422E-40,  5.645719E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.775842E-35,  1.347799E-31,  6.637422E-40,  5.645719E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  2.775842E-35,  1.347799E-31,  6.637422E-40,  5.645719E-28
  4.432676E-05, -6.062219E+01,  1.919084E-01,  5.345639E-01,  9.741964E-24,  9.665265E+01,  2.205135E-24,  9.253866E-32,  3.171011E-27,  8.060040E-36,  3.592795E-24, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  4.164232E-35,  1.347799E-31,  9.957256E-40,  5.645719E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  4.164232E-35,  1.347799E-31,  9.957256E-40,  5.645719E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  4.164232E-35,  1.347799E-31,  9.957256E-40,  5.645719E-28
  6.649513E-05, -6.062219E+01,  1.919084E-01,  5.345639E-01,  2.092940E-22,  9.665265E+01,  3.179589E-23,  2.001544E-30,  6.812522E-26,  2.597643E-34,  5.184020E-23, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  6.246818E-35,  1.347799E-31,  1.493701E-39,  5.645719E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  6.246818E-35,  1.347799E-31,  1.493701E-39,  5.645719E-28, -6.062219E+01,  1.919084E-01,  5.345639E-01,  4.140700E-28,  9.665265E+01,  3.468700E-28,  6.246818E-35,  1.347799E-31,  1.493701E-39,  5.645719E-28
